timestamp,machine_id,machine_type,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm,power_kw,runtime_hours,operating_condition,health_label,rul_hours,will_fail
55,M001,Conveyor Motor,65.05,2.5,3.0,15.0,1200.0,5.5,5.5,Normal,Normal,122.6,True
56,M001,Conveyor Motor,55.26,2.01,2.1,10.47,961.0,3.07,5.6,Low Load,Normal,122.5,True
57,M001,Conveyor Motor,55.05,2.0,2.1,10.51,960.0,3.08,5.7,Low Load,Normal,122.4,True
58,M001,Conveyor Motor,55.23,1.99,2.1,10.52,960.0,3.09,5.8,Low Load,Normal,122.3,True
59,M001,Conveyor Motor,55.18,2.01,2.1,10.52,960.0,3.09,5.9,Low Load,Normal,122.2,True
60,M001,Conveyor Motor,55.17,1.99,2.1,10.52,960.0,3.08,6.0,Low Load,Normal,122.1,True
61,M001,Conveyor Motor,55.26,2.02,2.1,10.52,960.0,3.08,6.1,Low Load,Normal,122.0,True
62,M001,Conveyor Motor,55.23,2.01,2.1,10.52,961.0,3.09,6.2,Low Load,Normal,121.9,True
63,M001,Conveyor Motor,55.25,2.01,2.1,10.51,960.0,3.08,6.3,Low Load,Normal,121.8,True
64,M001,Conveyor Motor,55.26,2.01,2.1,10.56,959.0,3.1,6.4,Low Load,Normal,121.7,True
65,M001,Conveyor Motor,55.13,2.02,2.1,10.52,960.0,3.09,6.5,Low Load,Normal,121.6,True
66,M001,Conveyor Motor,55.25,1.99,2.1,10.48,961.0,3.08,6.6,Low Load,Normal,121.5,True
67,M001,Conveyor Motor,55.24,1.99,2.1,10.51,960.0,3.08,6.7,Low Load,Normal,121.4,True
68,M001,Conveyor Motor,55.17,2.0,2.1,10.49,960.0,3.07,6.8,Low Load,Normal,121.3,True
69,M001,Conveyor Motor,55.27,1.98,2.1,10.48,960.0,3.07,6.9,Low Load,Normal,121.2,True
70,M001,Conveyor Motor,55.28,2.02,2.1,10.5,960.0,3.08,7.0,Low Load,Normal,121.1,True
71,M001,Conveyor Motor,55.15,2.0,2.1,10.51,960.0,3.08,7.1,Low Load,Normal,121.0,True
72,M001,Conveyor Motor,55.3,2.02,2.1,10.51,960.0,3.08,7.2,Low Load,Normal,120.9,True
73,M001,Conveyor Motor,55.21,2.0,2.1,10.5,960.0,3.08,7.3,Low Load,Normal,120.8,True
74,M001,Conveyor Motor,55.25,2.01,2.1,10.53,961.0,3.09,7.4,Low Load,Normal,120.7,True
75,M001,Conveyor Motor,55.17,2.01,2.1,10.56,960.0,3.1,7.5,Low Load,Normal,120.6,True
76,M001,Conveyor Motor,55.17,1.99,2.1,10.49,960.0,3.07,7.6,Low Load,Normal,120.5,True
77,M001,Conveyor Motor,55.27,2.0,2.1,10.53,960.0,3.09,7.7,Low Load,Normal,120.4,True
78,M001,Conveyor Motor,55.16,2.01,2.1,10.55,961.0,3.1,7.8,Low Load,Normal,120.3,True
79,M001,Conveyor Motor,55.2,1.98,2.1,10.5,961.0,3.08,7.9,Low Load,Normal,120.2,True
80,M001,Conveyor Motor,55.09,1.99,2.1,10.5,960.0,3.08,8.0,Low Load,Normal,120.1,True
81,M001,Conveyor Motor,55.31,1.99,2.1,10.5,960.0,3.08,8.1,Low Load,Normal,120.0,True
82,M001,Conveyor Motor,55.32,1.99,2.1,10.54,960.0,3.09,8.2,Low Load,Normal,119.9,True
83,M001,Conveyor Motor,55.17,2.02,2.1,10.53,960.0,3.09,8.3,Low Load,Normal,119.8,True
84,M001,Conveyor Motor,55.46,2.02,2.1,10.53,960.0,3.09,8.4,Low Load,Normal,119.7,True
85,M001,Conveyor Motor,55.39,1.99,2.1,10.53,959.0,3.09,8.5,Low Load,Normal,119.6,True
86,M001,Conveyor Motor,55.13,1.97,2.1,10.52,961.0,3.09,8.6,Low Load,Normal,119.5,True
87,M001,Conveyor Motor,55.26,2.02,2.1,10.45,960.0,3.07,8.7,Low Load,Normal,119.4,True
88,M001,Conveyor Motor,55.29,2.0,2.1,10.5,959.0,3.08,8.8,Low Load,Normal,119.3,True
89,M001,Conveyor Motor,55.32,2.0,2.1,10.49,959.0,3.07,8.9,Low Load,Normal,119.2,True
90,M001,Conveyor Motor,55.24,2.01,2.1,10.51,960.0,3.08,9.0,Low Load,Normal,119.1,True
91,M001,Conveyor Motor,55.17,2.0,2.1,10.48,959.0,3.07,9.1,Low Load,Normal,119.0,True
92,M001,Conveyor Motor,55.45,2.0,2.1,10.51,960.0,3.08,9.2,Low Load,Normal,118.9,True
93,M001,Conveyor Motor,55.23,2.01,2.1,10.49,960.0,3.07,9.3,Low Load,Normal,118.8,True
94,M001,Conveyor Motor,55.22,1.97,2.1,10.54,961.0,3.09,9.4,Low Load,Normal,118.7,True
95,M001,Conveyor Motor,55.22,2.01,2.1,10.59,961.0,3.11,9.5,Low Load,Normal,118.6,True
96,M001,Conveyor Motor,55.24,1.99,2.1,10.51,960.0,3.08,9.6,Low Load,Normal,118.5,True
97,M001,Conveyor Motor,55.11,1.99,2.1,10.55,961.0,3.1,9.7,Low Load,Normal,118.4,True
98,M001,Conveyor Motor,55.25,2.02,2.1,10.48,961.0,3.08,9.8,Low Load,Normal,118.3,True
99,M001,Conveyor Motor,55.3,1.99,2.1,10.48,959.0,3.07,9.9,Low Load,Normal,118.2,True
100,M001,Conveyor Motor,55.34,2.03,2.1,10.52,960.0,3.08,10.0,Low Load,Normal,118.1,True
101,M001,Conveyor Motor,55.2,1.99,2.1,10.5,959.0,3.08,10.1,Low Load,Normal,118.0,True
102,M001,Conveyor Motor,55.28,2.0,2.1,10.47,960.0,3.07,10.2,Low Load,Normal,117.9,True
103,M001,Conveyor Motor,55.33,2.01,2.1,10.5,960.0,3.08,10.3,Low Load,Normal,117.8,True
104,M001,Conveyor Motor,55.08,2.01,2.1,10.52,960.0,3.08,10.4,Low Load,Normal,117.7,True
105,M001,Conveyor Motor,55.07,1.98,2.1,10.51,959.0,3.08,10.5,Low Load,Normal,117.6,True
106,M001,Conveyor Motor,55.31,1.98,2.1,10.47,960.0,3.07,10.6,Low Load,Normal,117.5,True
107,M001,Conveyor Motor,55.25,1.99,2.1,10.53,960.0,3.09,10.7,Low Load,Normal,117.4,True
108,M001,Conveyor Motor,55.33,1.99,2.1,10.54,959.0,3.09,10.8,Low Load,Normal,117.3,True
109,M001,Conveyor Motor,55.17,2.01,2.1,10.51,960.0,3.08,10.9,Low Load,Normal,117.2,True
110,M001,Conveyor Motor,55.26,2.0,2.1,10.51,960.0,3.08,11.0,Low Load,Normal,117.1,True
111,M001,Conveyor Motor,55.21,1.99,2.1,10.51,960.0,3.08,11.1,Low Load,Normal,117.0,True
112,M001,Conveyor Motor,55.28,2.03,2.1,10.49,961.0,3.08,11.2,Low Load,Normal,116.9,True
113,M001,Conveyor Motor,55.21,1.97,2.1,10.45,960.0,3.06,11.3,Low Load,Normal,116.8,True
114,M001,Conveyor Motor,55.25,2.02,2.1,10.49,960.0,3.08,11.4,Low Load,Normal,116.7,True
115,M001,Conveyor Motor,55.03,2.0,2.1,10.46,961.0,3.07,11.5,Low Load,Normal,116.6,True
116,M001,Conveyor Motor,55.28,1.99,2.1,10.56,960.0,3.1,11.6,Low Load,Normal,116.5,True
117,M001,Conveyor Motor,55.27,1.99,2.1,10.52,959.0,3.09,11.7,Low Load,Normal,116.4,True
118,M001,Conveyor Motor,55.26,1.99,2.1,10.51,961.0,3.08,11.8,Low Load,Normal,116.3,True
119,M001,Conveyor Motor,55.2,2.0,2.1,10.49,960.0,3.08,11.9,Low Load,Normal,116.2,True
120,M001,Conveyor Motor,55.33,1.99,2.1,10.54,960.0,3.09,12.0,Low Load,Normal,116.1,True
121,M001,Conveyor Motor,55.44,1.99,2.1,10.45,961.0,3.07,12.1,Low Load,Normal,116.0,True
122,M001,Conveyor Motor,55.32,2.0,2.1,10.47,961.0,3.08,12.2,Low Load,Normal,115.9,True
123,M001,Conveyor Motor,55.26,2.0,2.1,10.51,960.0,3.08,12.3,Low Load,Normal,115.8,True
124,M001,Conveyor Motor,55.17,2.01,2.1,10.54,961.0,3.09,12.4,Low Load,Normal,115.7,True
125,M001,Conveyor Motor,45.46,1.24,1.2,6.0,360.0,0.66,12.5,Shutdown,Normal,115.6,True
126,M001,Conveyor Motor,45.36,1.26,1.2,5.99,360.0,0.66,12.6,Shutdown,Normal,115.5,True
127,M001,Conveyor Motor,45.36,1.26,1.2,5.98,360.0,0.66,12.7,Shutdown,Normal,115.4,True
128,M001,Conveyor Motor,45.47,1.26,1.2,5.98,360.0,0.66,12.8,Shutdown,Normal,115.3,True
129,M001,Conveyor Motor,45.48,1.23,1.2,6.0,360.0,0.66,12.9,Shutdown,Normal,115.2,True
130,M001,Conveyor Motor,45.65,1.26,1.2,5.98,361.0,0.66,13.0,Shutdown,Normal,115.1,True
131,M001,Conveyor Motor,45.5,1.25,1.2,6.0,360.0,0.66,13.1,Shutdown,Normal,115.0,True
132,M001,Conveyor Motor,45.45,1.25,1.2,5.99,360.0,0.66,13.2,Shutdown,Normal,114.9,True
133,M001,Conveyor Motor,45.51,1.25,1.2,5.96,360.0,0.66,13.3,Shutdown,Normal,114.8,True
134,M001,Conveyor Motor,45.6,1.23,1.2,5.99,360.0,0.66,13.4,Shutdown,Normal,114.7,True
135,M001,Conveyor Motor,45.44,1.24,1.2,6.02,360.0,0.66,13.5,Shutdown,Normal,114.6,True
136,M001,Conveyor Motor,45.56,1.24,1.2,6.01,360.0,0.66,13.6,Shutdown,Normal,114.5,True
137,M001,Conveyor Motor,45.56,1.25,1.2,6.01,360.0,0.66,13.7,Shutdown,Normal,114.4,True
138,M001,Conveyor Motor,45.47,1.26,1.2,6.01,360.0,0.66,13.8,Shutdown,Normal,114.3,True
139,M001,Conveyor Motor,45.47,1.25,1.2,6.01,360.0,0.66,13.9,Shutdown,Normal,114.2,True
140,M001,Conveyor Motor,45.46,1.26,1.2,5.98,360.0,0.66,14.0,Shutdown,Normal,114.1,True
141,M001,Conveyor Motor,45.55,1.24,1.2,5.97,360.0,0.66,14.1,Shutdown,Normal,114.0,True
142,M001,Conveyor Motor,45.52,1.25,1.2,6.01,360.0,0.66,14.2,Shutdown,Normal,113.9,True
143,M001,Conveyor Motor,45.59,1.25,1.2,5.99,360.0,0.66,14.3,Shutdown,Normal,113.8,True
144,M001,Conveyor Motor,45.53,1.24,1.2,6.01,360.0,0.66,14.4,Shutdown,Normal,113.7,True
145,M001,Conveyor Motor,45.48,1.25,1.2,5.99,360.0,0.66,14.5,Shutdown,Normal,113.6,True
146,M001,Conveyor Motor,45.52,1.24,1.2,5.97,360.0,0.66,14.6,Shutdown,Normal,113.5,True
147,M001,Conveyor Motor,45.54,1.25,1.2,6.03,360.0,0.66,14.7,Shutdown,Normal,113.4,True
148,M001,Conveyor Motor,45.35,1.24,1.2,6.0,360.0,0.66,14.8,Shutdown,Normal,113.3,True
149,M001,Conveyor Motor,45.44,1.25,1.2,5.99,360.0,0.66,14.9,Shutdown,Normal,113.2,True
150,M001,Conveyor Motor,45.42,1.24,1.2,6.02,360.0,0.66,15.0,Shutdown,Normal,113.1,True
151,M001,Conveyor Motor,45.72,1.25,1.2,5.99,360.0,0.66,15.1,Shutdown,Normal,113.0,True
152,M001,Conveyor Motor,45.45,1.25,1.2,6.0,360.0,0.66,15.2,Shutdown,Normal,112.9,True
153,M001,Conveyor Motor,45.44,1.25,1.2,5.99,360.0,0.66,15.3,Shutdown,Normal,112.8,True
154,M001,Conveyor Motor,45.56,1.25,1.2,6.02,360.0,0.66,15.4,Shutdown,Normal,112.7,True
155,M001,Conveyor Motor,45.37,1.24,1.2,6.0,360.0,0.66,15.5,Shutdown,Normal,112.6,True
156,M001,Conveyor Motor,45.51,1.24,1.2,6.01,360.0,0.66,15.6,Shutdown,Normal,112.5,True
157,M001,Conveyor Motor,45.59,1.26,1.2,6.0,360.0,0.66,15.7,Shutdown,Normal,112.4,True
158,M001,Conveyor Motor,45.54,1.25,1.2,5.98,360.0,0.66,15.8,Shutdown,Normal,112.3,True
159,M001,Conveyor Motor,45.59,1.25,1.2,6.0,360.0,0.66,15.9,Shutdown,Normal,112.2,True
160,M001,Conveyor Motor,45.58,1.25,1.2,5.99,360.0,0.66,16.0,Shutdown,Normal,112.1,True
161,M001,Conveyor Motor,45.47,1.25,1.2,6.02,360.0,0.66,16.1,Shutdown,Normal,112.0,True
162,M001,Conveyor Motor,45.48,1.25,1.2,6.0,360.0,0.66,16.2,Shutdown,Normal,111.9,True
163,M001,Conveyor Motor,45.38,1.25,1.2,6.0,360.0,0.66,16.3,Shutdown,Normal,111.8,True
164,M001,Conveyor Motor,45.46,1.26,1.2,5.99,360.0,0.66,16.4,Shutdown,Normal,111.7,True
165,M001,Conveyor Motor,45.62,1.26,1.2,5.99,360.0,0.66,16.5,Shutdown,Normal,111.6,True
166,M001,Conveyor Motor,45.39,1.24,1.2,5.99,360.0,0.66,16.6,Shutdown,Normal,111.5,True
167,M001,Conveyor Motor,45.52,1.26,1.2,6.02,360.0,0.66,16.7,Shutdown,Normal,111.4,True
168,M001,Conveyor Motor,45.5,1.26,1.2,6.01,360.0,0.66,16.8,Shutdown,Normal,111.3,True
169,M001,Conveyor Motor,45.54,1.25,1.2,5.99,360.0,0.66,16.9,Shutdown,Normal,111.2,True
170,M001,Conveyor Motor,45.45,1.25,1.2,6.02,360.0,0.66,17.0,Shutdown,Normal,111.1,True
171,M001,Conveyor Motor,45.45,1.24,1.2,5.99,360.0,0.66,17.1,Shutdown,Normal,111.0,True
172,M001,Conveyor Motor,45.52,1.24,1.2,6.03,360.0,0.66,17.2,Shutdown,Normal,110.9,True
173,M001,Conveyor Motor,45.47,1.25,1.2,6.01,360.0,0.66,17.3,Shutdown,Normal,110.8,True
174,M001,Conveyor Motor,45.49,1.24,1.2,5.99,360.0,0.66,17.4,Shutdown,Normal,110.7,True
175,M001,Conveyor Motor,45.65,1.25,1.2,6.0,360.0,0.66,17.5,Shutdown,Normal,110.6,True
176,M001,Conveyor Motor,45.71,1.25,1.2,6.02,360.0,0.66,17.6,Shutdown,Normal,110.5,True
177,M001,Conveyor Motor,45.65,1.25,1.2,6.01,360.0,0.66,17.7,Shutdown,Normal,110.4,True
178,M001,Conveyor Motor,45.57,1.25,1.2,6.02,360.0,0.66,17.8,Shutdown,Normal,110.3,True
179,M001,Conveyor Motor,45.55,1.25,1.2,6.02,360.0,0.66,17.9,Shutdown,Normal,110.2,True
180,M001,Conveyor Motor,45.53,1.25,1.2,6.02,360.0,0.66,18.0,Shutdown,Normal,110.1,True
181,M001,Conveyor Motor,45.5,1.24,1.2,6.01,360.0,0.66,18.1,Shutdown,Normal,110.0,True
182,M001,Conveyor Motor,45.47,1.25,1.2,6.03,360.0,0.66,18.2,Shutdown,Normal,109.9,True
183,M001,Conveyor Motor,45.52,1.26,1.2,5.99,360.0,0.66,18.3,Shutdown,Normal,109.8,True
184,M001,Conveyor Motor,65.13,2.48,3.0,14.97,1201.0,5.49,18.4,Normal,Normal,109.7,True
185,M001,Conveyor Motor,64.82,2.49,3.0,15.06,1200.0,5.52,18.5,Normal,Normal,109.6,True
186,M001,Conveyor Motor,64.93,2.53,3.0,14.91,1200.0,5.47,18.6,Normal,Normal,109.5,True
187,M001,Conveyor Motor,64.94,2.48,3.0,15.01,1200.0,5.5,18.7,Normal,Normal,109.4,True
188,M001,Conveyor Motor,64.85,2.51,3.0,15.0,1201.0,5.5,18.8,Normal,Normal,109.3,True
189,M001,Conveyor Motor,64.87,2.47,3.0,15.0,1200.0,5.5,18.9,Normal,Normal,109.2,True
190,M001,Conveyor Motor,64.97,2.51,3.0,15.06,1200.0,5.52,19.0,Normal,Normal,109.1,True
191,M001,Conveyor Motor,65.13,2.51,3.0,15.02,1200.0,5.51,19.1,Normal,Normal,109.0,True
192,M001,Conveyor Motor,65.08,2.52,3.0,15.03,1200.0,5.51,19.2,Normal,Normal,108.9,True
193,M001,Conveyor Motor,65.17,2.49,3.0,15.0,1199.0,5.49,19.3,Normal,Normal,108.8,True
194,M001,Conveyor Motor,65.02,2.49,3.0,14.97,1200.0,5.49,19.4,Normal,Normal,108.7,True
195,M001,Conveyor Motor,64.78,2.49,2.99,14.94,1201.0,5.48,19.5,Normal,Normal,108.6,True
196,M001,Conveyor Motor,65.09,2.51,3.0,15.0,1200.0,5.5,19.6,Normal,Normal,108.5,True
197,M001,Conveyor Motor,64.86,2.52,3.0,14.99,1200.0,5.5,19.7,Normal,Normal,108.4,True
198,M001,Conveyor Motor,65.02,2.47,3.0,14.97,1199.0,5.49,19.8,Normal,Normal,108.3,True
199,M001,Conveyor Motor,64.97,2.53,3.0,14.98,1200.0,5.49,19.9,Normal,Normal,108.2,True
200,M001,Conveyor Motor,65.17,2.52,3.0,14.97,1201.0,5.49,20.0,Normal,Normal,108.1,True
201,M001,Conveyor Motor,65.05,2.51,3.0,15.04,1200.0,5.51,20.1,Normal,Normal,108.0,True
202,M001,Conveyor Motor,65.16,2.5,3.0,14.97,1201.0,5.5,20.2,Normal,Normal,107.9,True
203,M001,Conveyor Motor,65.02,2.49,3.0,14.99,1200.0,5.5,20.3,Normal,Normal,107.8,True
204,M001,Conveyor Motor,65.06,2.49,3.0,15.09,1201.0,5.54,20.4,Normal,Normal,107.7,True
205,M001,Conveyor Motor,65.05,2.5,3.0,15.02,1199.0,5.51,20.5,Normal,Normal,107.6,True
206,M001,Conveyor Motor,64.97,2.47,3.0,15.03,1200.0,5.51,20.6,Normal,Normal,107.5,True
207,M001,Conveyor Motor,65.19,2.48,3.0,15.01,1201.0,5.51,20.7,Normal,Normal,107.4,True
208,M001,Conveyor Motor,65.2,2.49,3.0,15.0,1200.0,5.5,20.8,Normal,Normal,107.3,True
209,M001,Conveyor Motor,65.1,2.51,3.0,15.06,1201.0,5.53,20.9,Normal,Normal,107.2,True
210,M001,Conveyor Motor,64.93,2.51,3.0,15.01,1200.0,5.5,21.0,Normal,Normal,107.1,True
211,M001,Conveyor Motor,64.92,2.5,3.0,15.02,1200.0,5.51,21.1,Normal,Normal,107.0,True
212,M001,Conveyor Motor,65.09,2.45,3.0,14.93,1200.0,5.47,21.2,Normal,Normal,106.9,True
213,M001,Conveyor Motor,64.87,2.48,3.0,14.98,1200.0,5.49,21.3,Normal,Normal,106.8,True
214,M001,Conveyor Motor,64.99,2.51,3.0,14.95,1201.0,5.48,21.4,Normal,Normal,106.7,True
215,M001,Conveyor Motor,64.94,2.47,3.0,15.06,1201.0,5.53,21.5,Normal,Normal,106.6,True
216,M001,Conveyor Motor,64.96,2.49,3.0,15.08,1200.0,5.53,21.6,Normal,Normal,106.5,True
217,M001,Conveyor Motor,65.05,2.52,3.0,14.99,1200.0,5.5,21.7,Normal,Normal,106.4,True
218,M001,Conveyor Motor,64.99,2.5,3.0,15.0,1201.0,5.5,21.8,Normal,Normal,106.3,True
219,M001,Conveyor Motor,64.99,2.5,3.0,15.04,1200.0,5.51,21.9,Normal,Normal,106.2,True
220,M001,Conveyor Motor,65.12,2.45,3.0,14.99,1201.0,5.5,22.0,Normal,Normal,106.1,True
221,M001,Conveyor Motor,64.88,2.51,3.0,14.97,1201.0,5.5,22.1,Normal,Normal,106.0,True
222,M001,Conveyor Motor,64.98,2.5,3.0,15.02,1200.0,5.51,22.2,Normal,Normal,105.9,True
223,M001,Conveyor Motor,65.04,2.54,3.0,15.01,1201.0,5.51,22.3,Normal,Normal,105.8,True
224,M001,Conveyor Motor,65.13,2.52,3.0,14.95,1201.0,5.49,22.4,Normal,Normal,105.7,True
225,M001,Conveyor Motor,64.86,2.51,3.0,15.0,1200.0,5.5,22.5,Normal,Normal,105.6,True
226,M001,Conveyor Motor,65.04,2.51,3.0,15.02,1200.0,5.51,22.6,Normal,Normal,105.5,True
227,M001,Conveyor Motor,65.11,2.52,3.0,15.02,1201.0,5.51,22.7,Normal,Normal,105.4,True
228,M001,Conveyor Motor,64.96,2.52,3.0,15.01,1200.0,5.5,22.8,Normal,Normal,105.3,True
229,M001,Conveyor Motor,65.0,2.48,3.0,15.06,1199.0,5.52,22.9,Normal,Normal,105.2,True
230,M001,Conveyor Motor,64.88,2.46,3.0,14.95,1201.0,5.49,23.0,Normal,Normal,105.1,True
231,M001,Conveyor Motor,65.12,2.49,3.0,15.04,1200.0,5.51,23.1,Normal,Normal,105.0,True
232,M001,Conveyor Motor,64.7,2.54,3.0,14.93,1201.0,5.48,23.2,Normal,Normal,104.9,True
233,M001,Conveyor Motor,65.29,2.52,3.0,15.02,1201.0,5.51,23.3,Normal,Normal,104.8,True
234,M001,Conveyor Motor,65.09,2.5,3.0,15.0,1199.0,5.5,23.4,Normal,Normal,104.7,True
235,M001,Conveyor Motor,64.97,2.47,3.0,14.96,1199.0,5.48,23.5,Normal,Normal,104.6,True
236,M001,Conveyor Motor,65.02,2.52,3.0,14.94,1199.0,5.47,23.6,Normal,Normal,104.5,True
237,M001,Conveyor Motor,65.11,2.48,3.0,15.02,1199.0,5.5,23.7,Normal,Normal,104.4,True
238,M001,Conveyor Motor,65.01,2.48,3.0,15.01,1199.0,5.5,23.8,Normal,Normal,104.3,True
239,M001,Conveyor Motor,65.05,2.5,3.0,15.01,1201.0,5.51,23.9,Normal,Normal,104.2,True
240,M001,Conveyor Motor,65.01,2.49,3.0,15.02,1200.0,5.51,24.0,Normal,Normal,104.1,True
