timestamp,machine_id,machine_type,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm,power_kw,runtime_hours,operating_condition,health_label,rul_hours,will_fail
25,M001,Gearbox,70.2,3.03,3.98,18.0,750.0,8.0,2.5,Normal,Normal,360.8,True
26,M001,Gearbox,70.13,2.98,3.98,17.88,754.0,7.99,2.6,Normal,Normal,360.7,True
27,M001,Gearbox,70.14,3.01,4.0,17.96,750.0,7.99,2.7,Normal,Normal,360.6,True
28,M001,Gearbox,70.07,3.02,4.01,17.9,750.0,7.95,2.8,Normal,Normal,360.5,True
29,M001,Gearbox,70.16,2.98,4.01,18.06,751.0,8.03,2.9,Normal,Normal,360.4,True
30,M001,Gearbox,70.24,3.0,4.0,17.98,750.0,8.0,3.0,Normal,Normal,360.3,True
31,M001,Gearbox,69.92,3.01,4.0,18.05,749.0,8.01,3.1,Normal,Normal,360.2,True
32,M001,Gearbox,70.07,3.0,3.99,18.03,748.0,7.99,3.2,Normal,Normal,360.1,True
33,M001,Gearbox,70.25,2.98,4.03,17.97,755.0,8.04,3.3,Normal,Normal,360.0,True
34,M001,Gearbox,69.97,3.01,4.0,18.03,746.0,7.97,3.4,Normal,Normal,359.9,True
35,M001,Gearbox,69.93,2.97,4.0,17.97,747.0,7.95,3.5,Normal,Normal,359.8,True
36,M001,Gearbox,70.04,3.01,4.0,17.98,753.0,8.02,3.6,Normal,Normal,359.7,True
37,M001,Gearbox,70.02,2.96,4.0,17.95,752.0,8.0,3.7,Normal,Normal,359.6,True
38,M001,Gearbox,70.06,2.98,4.0,18.02,747.0,7.98,3.8,Normal,Normal,359.5,True
39,M001,Gearbox,70.11,2.98,4.0,17.98,749.0,7.98,3.9,Normal,Normal,359.4,True
40,M001,Gearbox,69.94,3.02,3.99,17.86,749.0,7.93,4.0,Normal,Normal,359.3,True
41,M001,Gearbox,69.93,2.95,4.0,17.9,750.0,7.96,4.1,Normal,Normal,359.2,True
42,M001,Gearbox,70.15,2.97,4.0,18.13,750.0,8.05,4.2,Normal,Normal,359.1,True
43,M001,Gearbox,69.75,3.01,4.02,18.12,753.0,8.09,4.3,Normal,Normal,359.0,True
44,M001,Gearbox,69.94,2.97,4.0,18.04,750.0,8.02,4.4,Normal,Normal,358.9,True
45,M001,Gearbox,69.98,2.98,4.01,17.99,750.0,8.0,4.5,Normal,Normal,358.8,True
46,M001,Gearbox,69.84,3.05,4.0,17.89,747.0,7.92,4.6,Normal,Normal,358.7,True
47,M001,Gearbox,69.95,6.35,4.02,18.02,747.0,7.98,4.7,Normal,Normal,358.6,True
48,M001,Gearbox,70.01,3.02,4.0,17.97,751.0,7.99,4.8,Normal,Normal,358.5,True
49,M001,Gearbox,69.73,3.01,4.01,18.24,749.0,8.09,4.9,Normal,Normal,358.4,True
50,M001,Gearbox,70.17,3.05,3.98,17.87,748.0,7.91,5.0,Normal,Normal,358.3,True
51,M001,Gearbox,69.92,3.01,3.99,18.05,749.0,8.01,5.1,Normal,Normal,358.2,True
52,M001,Gearbox,69.83,3.03,4.0,17.97,751.0,7.99,5.2,Normal,Normal,358.1,True
53,M001,Gearbox,69.81,3.0,4.01,17.82,749.0,7.91,5.3,Normal,Normal,358.0,True
54,M001,Gearbox,69.96,3.01,3.97,17.98,747.0,7.96,5.4,Normal,Normal,357.9,True
55,M001,Gearbox,69.75,3.01,3.99,17.97,751.0,8.0,5.5,Normal,Normal,357.8,True
56,M001,Gearbox,70.01,2.99,4.0,17.99,748.0,7.97,5.6,Normal,Normal,357.7,True
57,M001,Gearbox,70.16,2.97,4.02,17.9,751.0,7.97,5.7,Normal,Normal,357.6,True
58,M001,Gearbox,70.09,3.0,4.0,18.06,752.0,8.05,5.8,Normal,Normal,357.5,True
59,M001,Gearbox,70.15,2.96,4.0,17.93,750.0,7.97,5.9,Normal,Normal,357.4,True
60,M001,Gearbox,69.99,2.99,4.0,18.11,748.0,8.03,6.0,Normal,Normal,357.3,True
61,M001,Gearbox,70.15,3.01,4.01,18.09,752.0,8.06,6.1,Normal,Normal,357.2,True
62,M001,Gearbox,70.11,3.0,3.98,18.1,751.0,8.06,6.2,Normal,Normal,357.1,True
63,M001,Gearbox,70.1,3.01,4.01,18.04,751.0,8.03,6.3,Normal,Normal,357.0,True
64,M001,Gearbox,70.06,3.03,4.01,17.88,752.0,7.98,6.4,Normal,Normal,356.9,True
65,M001,Gearbox,69.96,3.01,4.0,17.96,750.0,7.98,6.5,Normal,Normal,356.8,True
66,M001,Gearbox,70.01,3.02,4.0,17.86,752.0,7.96,6.6,Normal,Normal,356.7,True
67,M001,Gearbox,70.02,3.0,4.0,17.97,754.0,8.02,6.7,Normal,Normal,356.6,True
68,M001,Gearbox,70.12,3.0,3.98,17.89,753.0,7.98,6.8,Normal,Normal,356.5,True
69,M001,Gearbox,70.08,2.95,4.0,18.09,750.0,8.04,6.9,Normal,Normal,356.4,True
70,M001,Gearbox,69.94,3.0,4.01,18.12,752.0,8.07,7.0,Normal,Normal,356.3,True
71,M001,Gearbox,70.06,3.04,3.99,18.16,749.0,8.06,7.1,Normal,Normal,356.2,True
72,M001,Gearbox,70.04,2.99,3.99,17.93,750.0,7.97,7.2,Normal,Normal,356.1,True
73,M001,Gearbox,70.26,2.98,4.01,18.14,749.0,8.05,7.3,Normal,Normal,356.0,True
74,M001,Gearbox,70.06,2.95,4.02,18.07,753.0,8.06,7.4,Normal,Normal,355.9,True
75,M001,Gearbox,70.04,2.96,4.02,18.13,748.0,8.03,7.5,Normal,Normal,355.8,True
76,M001,Gearbox,70.23,2.97,3.99,18.2,752.0,8.11,7.6,Normal,Normal,355.7,True
77,M001,Gearbox,70.04,3.02,4.0,17.93,749.0,7.96,7.7,Normal,Normal,355.6,True
78,M001,Gearbox,69.81,2.97,4.01,18.0,748.0,7.98,7.8,Normal,Normal,355.5,True
79,M001,Gearbox,70.19,2.97,4.0,18.14,748.0,8.05,7.9,Normal,Normal,355.4,True
80,M001,Gearbox,70.17,2.98,4.0,18.06,754.0,8.07,8.0,Normal,Normal,355.3,True
81,M001,Gearbox,70.15,2.99,3.99,17.92,749.0,7.95,8.1,Normal,Normal,355.2,True
82,M001,Gearbox,69.92,3.03,4.0,17.98,750.0,7.99,8.2,Normal,Normal,355.1,True
83,M001,Gearbox,70.08,2.99,4.01,18.1,752.0,8.06,8.3,Normal,Normal,355.0,True
84,M001,Gearbox,70.28,3.01,3.98,18.02,748.0,7.99,8.4,Normal,Normal,354.9,True
85,M001,Gearbox,69.81,2.98,3.99,18.09,748.0,8.02,8.5,Normal,Normal,354.8,True
86,M001,Gearbox,70.16,3.0,4.02,18.0,751.0,8.01,8.6,Normal,Normal,354.7,True
87,M001,Gearbox,69.93,3.03,4.0,17.98,748.0,7.97,8.7,Normal,Normal,354.6,True
88,M001,Gearbox,69.94,3.04,4.01,18.04,747.0,7.98,8.8,Normal,Normal,354.5,True
89,M001,Gearbox,70.11,3.02,4.01,17.97,749.0,7.98,8.9,Normal,Normal,354.4,True
90,M001,Gearbox,70.08,3.0,3.98,17.97,749.0,7.98,9.0,Normal,Normal,354.3,True
91,M001,Gearbox,70.3,3.03,4.01,17.94,750.0,7.98,9.1,Normal,Normal,354.2,True
92,M001,Gearbox,69.94,3.02,3.99,17.86,749.0,7.93,9.2,Normal,Normal,354.1,True
93,M001,Gearbox,69.93,3.01,4.0,18.09,751.0,8.05,9.3,Normal,Normal,354.0,True
94,M001,Gearbox,69.96,3.04,4.01,17.92,750.0,7.96,9.4,Normal,Normal,353.9,True
95,M001,Gearbox,69.87,3.01,3.99,18.2,749.0,8.08,9.5,Normal,Normal,353.8,True
96,M001,Gearbox,70.17,2.98,4.01,18.05,751.0,8.03,9.6,Normal,Normal,353.7,True
97,M001,Gearbox,69.85,2.99,4.0,17.95,748.0,7.96,9.7,Normal,Normal,353.6,True
98,M001,Gearbox,70.21,3.02,4.0,17.93,747.0,7.94,9.8,Normal,Normal,353.5,True
99,M001,Gearbox,69.57,3.06,4.0,18.04,751.0,8.02,9.9,Normal,Normal,353.4,True
100,M001,Gearbox,70.18,2.99,3.99,18.24,751.0,8.12,10.0,Normal,Normal,353.3,True
101,M001,Gearbox,69.94,2.99,3.98,18.16,750.0,8.07,10.1,Normal,Normal,353.2,True
102,M001,Gearbox,69.79,3.05,4.01,18.1,749.0,8.03,10.2,Normal,Normal,353.1,True
103,M001,Gearbox,69.83,2.98,3.99,17.94,747.0,7.94,10.3,Normal,Normal,353.0,True
104,M001,Gearbox,69.89,2.99,4.01,18.04,750.0,8.02,10.4,Normal,Normal,352.9,True
105,M001,Gearbox,69.92,2.99,3.99,17.96,746.0,7.94,10.5,Normal,Normal,352.8,True
106,M001,Gearbox,69.98,2.98,3.99,18.08,749.0,8.03,10.6,Normal,Normal,352.7,True
107,M001,Gearbox,0.0,2.94,4.02,18.09,749.0,8.03,10.7,Normal,Normal,352.6,True
108,M001,Gearbox,70.03,3.03,3.98,18.03,751.0,8.02,10.8,Normal,Normal,352.5,True
109,M001,Gearbox,69.85,3.01,4.0,17.95,752.0,8.0,10.9,Normal,Normal,352.4,True
110,M001,Gearbox,69.7,3.01,3.99,18.03,750.0,8.01,11.0,Normal,Normal,352.3,True
111,M001,Gearbox,69.75,2.98,4.01,17.9,751.0,7.97,11.1,Normal,Normal,352.2,True
112,M001,Gearbox,69.95,3.02,4.01,17.85,751.0,7.94,11.2,Normal,Normal,352.1,True
113,M001,Gearbox,69.97,3.03,4.0,18.07,750.0,8.03,11.3,Normal,Normal,352.0,True
114,M001,Gearbox,70.04,2.99,4.0,17.94,751.0,7.99,11.4,Normal,Normal,351.9,True
115,M001,Gearbox,70.01,3.05,3.99,18.01,753.0,8.04,11.5,Normal,Normal,351.8,True
116,M001,Gearbox,70.19,2.98,4.01,18.29,749.0,8.12,11.6,Normal,Normal,351.7,True
117,M001,Gearbox,69.81,2.97,4.01,17.83,750.0,7.93,11.7,Normal,Normal,351.6,True
118,M001,Gearbox,70.06,2.99,4.0,17.95,751.0,7.99,11.8,Normal,Normal,351.5,True
119,M001,Gearbox,69.99,3.0,3.98,18.03,751.0,8.02,11.9,Normal,Normal,351.4,True
120,M001,Gearbox,70.27,3.01,3.99,17.89,751.0,7.96,12.0,Normal,Normal,351.3,True
121,M001,Gearbox,70.0,3.05,3.99,18.14,749.0,8.05,12.1,Normal,Normal,351.2,True
122,M001,Gearbox,69.96,3.02,4.0,17.85,749.0,7.92,12.2,Normal,Normal,351.1,True
123,M001,Gearbox,69.93,3.01,3.99,18.04,749.0,8.01,12.3,Normal,Normal,351.0,True
124,M001,Gearbox,69.85,3.01,3.99,17.86,750.0,7.94,12.4,Normal,Normal,350.9,True
125,M001,Gearbox,70.04,2.95,3.99,17.84,749.0,7.92,12.5,Normal,Normal,350.8,True
126,M001,Gearbox,69.76,2.98,3.99,17.98,747.0,7.96,12.6,Normal,Normal,350.7,True
127,M001,Gearbox,69.95,2.99,4.0,18.09,751.0,8.05,12.7,Normal,Normal,350.6,True
128,M001,Gearbox,69.92,3.02,4.02,17.91,752.0,7.98,12.8,Normal,Normal,350.5,True
129,M001,Gearbox,69.87,2.97,3.99,17.97,748.0,7.97,12.9,Normal,Normal,350.4,True
130,M001,Gearbox,69.75,3.04,4.01,18.05,748.0,8.0,13.0,Normal,Normal,350.3,True
131,M001,Gearbox,70.38,3.01,4.01,18.12,749.0,8.05,13.1,Normal,Normal,350.2,True
132,M001,Gearbox,69.92,2.98,4.02,18.22,749.0,8.09,13.2,Normal,Normal,350.1,True
133,M001,Gearbox,69.87,3.03,4.01,17.88,749.0,7.94,13.3,Normal,Normal,350.0,True
134,M001,Gearbox,69.94,3.02,4.0,18.06,749.0,8.01,13.4,Normal,Normal,349.9,True
135,M001,Gearbox,70.11,3.03,4.0,17.95,750.0,7.98,13.5,Normal,Normal,349.8,True
136,M001,Gearbox,69.87,3.01,3.99,18.04,750.0,8.01,13.6,Normal,Normal,349.7,True
137,M001,Gearbox,70.11,3.02,3.98,17.92,752.0,7.99,13.7,Normal,Normal,349.6,True
138,M001,Gearbox,70.04,3.01,4.01,17.92,749.0,7.95,13.8,Normal,Normal,349.5,True
139,M001,Gearbox,80.59,3.64,4.39,21.74,788.0,10.16,13.9,High Load,Normal,349.4,True
140,M001,Gearbox,80.55,3.59,4.4,21.65,787.0,10.1,14.0,High Load,Normal,349.3,True
141,M001,Gearbox,80.22,3.59,4.42,21.44,788.0,10.01,14.1,High Load,Normal,349.2,True
142,M001,Gearbox,80.38,3.58,4.41,21.72,789.0,10.16,14.2,High Load,Normal,349.1,True
143,M001,Gearbox,80.56,3.58,4.4,21.57,786.0,10.05,14.3,High Load,Normal,349.0,True
144,M001,Gearbox,80.51,3.61,4.39,21.51,789.0,10.06,14.4,High Load,Normal,348.9,True
145,M001,Gearbox,80.77,3.62,4.4,21.73,790.0,10.18,14.5,High Load,Normal,348.8,True
146,M001,Gearbox,80.27,3.58,4.42,21.66,790.0,10.14,14.6,High Load,Normal,348.7,True
147,M001,Gearbox,80.61,3.56,4.39,21.62,786.0,10.07,14.7,High Load,Normal,348.6,True
148,M001,Gearbox,80.54,3.6,4.39,21.65,788.0,10.1,14.8,High Load,Normal,348.5,True
149,M001,Gearbox,80.67,3.58,4.4,21.53,785.0,10.02,14.9,High Load,Normal,348.4,True
150,M001,Gearbox,80.49,3.61,4.39,21.55,786.0,10.03,15.0,High Load,Normal,348.3,True
151,M001,Gearbox,80.5,3.58,4.41,21.67,788.0,10.12,15.1,High Load,Normal,348.2,True
152,M001,Gearbox,80.66,3.58,4.39,21.66,788.0,10.11,15.2,High Load,Normal,348.1,True
153,M001,Gearbox,80.36,3.58,4.4,21.67,785.0,10.08,15.3,High Load,Normal,348.0,True
154,M001,Gearbox,80.52,3.58,4.41,21.73,788.0,10.15,15.4,High Load,Normal,347.9,True
155,M001,Gearbox,80.88,3.64,4.4,21.74,789.0,10.16,15.5,High Load,Normal,347.8,True
156,M001,Gearbox,80.54,3.6,4.4,21.81,790.0,10.21,15.6,High Load,Normal,347.7,True
157,M001,Gearbox,80.47,3.54,4.42,21.56,787.0,10.05,15.7,High Load,Normal,347.6,True
158,M001,Gearbox,80.58,3.62,4.41,21.48,787.0,10.01,15.8,High Load,Normal,347.5,True
159,M001,Gearbox,80.34,3.6,4.43,21.59,791.0,10.12,15.9,High Load,Normal,347.4,True
160,M001,Gearbox,80.38,3.62,4.4,21.55,783.0,10.01,16.0,High Load,Normal,347.3,True
161,M001,Gearbox,80.31,3.68,4.4,21.62,788.0,10.1,16.1,High Load,Normal,347.2,True
162,M001,Gearbox,80.5,3.61,4.39,21.52,789.0,10.06,16.2,High Load,Normal,347.1,True
163,M001,Gearbox,80.38,3.58,4.39,21.34,786.0,9.94,16.3,High Load,Normal,347.0,True
164,M001,Gearbox,80.45,3.6,4.39,21.53,787.0,10.05,16.4,High Load,Normal,346.9,True
165,M001,Gearbox,80.36,3.56,4.41,21.67,787.0,10.11,16.5,High Load,Normal,346.8,True
166,M001,Gearbox,80.33,3.61,4.42,21.65,785.0,10.07,16.6,High Load,Normal,346.7,True
167,M001,Gearbox,80.39,3.63,4.41,21.7,786.0,10.1,16.7,High Load,Normal,346.6,True
168,M001,Gearbox,80.65,3.59,4.42,21.61,787.0,10.08,16.8,High Load,Normal,346.5,True
169,M001,Gearbox,80.6,3.57,4.4,21.49,784.0,9.99,16.9,High Load,Normal,346.4,True
170,M001,Gearbox,80.78,3.62,4.4,21.75,785.0,10.11,17.0,High Load,Normal,346.3,True
171,M001,Gearbox,80.35,3.63,4.39,21.73,790.0,10.18,17.1,High Load,Normal,346.2,True
172,M001,Gearbox,80.48,3.62,4.43,21.71,786.0,10.11,17.2,High Load,Normal,346.1,True
173,M001,Gearbox,80.35,3.66,4.41,21.6,786.0,10.06,17.3,High Load,Normal,346.0,True
174,M001,Gearbox,80.65,3.67,4.4,21.66,785.0,10.08,17.4,High Load,Normal,345.9,True
175,M001,Gearbox,80.21,3.59,4.39,21.59,790.0,10.1,17.5,High Load,Normal,345.8,True
176,M001,Gearbox,80.33,3.61,4.4,21.71,789.0,10.15,17.6,High Load,Normal,345.7,True
177,M001,Gearbox,80.51,3.57,4.41,21.79,787.0,10.16,17.7,High Load,Normal,345.6,True
178,M001,Gearbox,80.56,3.6,4.4,21.79,785.0,10.14,17.8,High Load,Normal,345.5,True
179,M001,Gearbox,80.96,3.62,4.4,21.52,787.0,10.03,17.9,High Load,Normal,345.4,True
180,M001,Gearbox,80.36,3.59,4.4,21.61,789.0,10.11,18.0,High Load,Normal,345.3,True
181,M001,Gearbox,80.25,3.56,4.41,21.45,788.0,10.01,18.1,High Load,Normal,345.2,True
182,M001,Gearbox,80.5,3.59,4.4,21.34,787.0,9.95,18.2,High Load,Normal,345.1,True
183,M001,Gearbox,80.74,3.59,4.4,21.71,784.0,10.09,18.3,High Load,Normal,345.0,True
184,M001,Gearbox,80.56,3.62,4.39,21.82,788.0,10.19,18.4,High Load,Normal,344.9,True
185,M001,Gearbox,80.49,3.58,4.4,21.59,785.0,10.04,18.5,High Load,Normal,344.8,True
186,M001,Gearbox,80.37,3.58,4.38,21.68,787.0,10.11,18.6,High Load,Normal,344.7,True
187,M001,Gearbox,80.45,3.66,4.41,21.44,789.0,10.03,18.7,High Load,Normal,344.6,True
188,M001,Gearbox,80.78,3.65,4.4,21.35,787.0,9.95,18.8,High Load,Normal,344.5,True
189,M001,Gearbox,80.77,3.66,4.39,21.51,791.0,10.08,18.9,High Load,Normal,344.4,True
190,M001,Gearbox,80.18,3.62,4.42,21.53,787.0,10.05,19.0,High Load,Normal,344.3,True
191,M001,Gearbox,80.37,3.62,4.42,21.58,788.0,10.08,19.1,High Load,Normal,344.2,True
192,M001,Gearbox,80.39,3.56,4.39,21.76,788.0,10.16,19.2,High Load,Normal,344.1,True
193,M001,Gearbox,59.52,2.41,2.8,12.58,600.0,4.48,19.3,Low Load,Normal,344.0,True
194,M001,Gearbox,59.5,2.4,2.81,12.71,601.0,4.52,19.4,Low Load,Normal,343.9,True
195,M001,Gearbox,59.54,2.4,2.81,12.49,601.0,4.45,19.5,Low Load,Normal,343.8,True
196,M001,Gearbox,59.22,2.4,2.8,12.49,600.0,4.44,19.6,Low Load,Normal,343.7,True
197,M001,Gearbox,59.37,2.41,2.8,12.71,598.0,4.51,19.7,Low Load,Normal,343.6,True
198,M001,Gearbox,59.36,2.4,2.8,12.66,601.0,4.51,19.8,Low Load,Normal,343.5,True
199,M001,Gearbox,59.32,2.42,2.8,12.54,603.0,4.48,19.9,Low Load,Normal,343.4,True
200,M001,Gearbox,59.31,2.39,2.8,12.62,597.0,4.47,20.0,Low Load,Normal,343.3,True
201,M001,Gearbox,59.42,2.41,2.8,12.6,600.0,4.47,20.1,Low Load,Normal,343.2,True
202,M001,Gearbox,59.47,2.44,2.8,12.79,602.0,4.56,20.2,Low Load,Normal,343.1,True
203,M001,Gearbox,59.68,2.44,2.81,12.51,600.0,4.45,20.3,Low Load,Normal,343.0,True
204,M001,Gearbox,59.65,2.39,2.79,12.53,601.0,4.47,20.4,Low Load,Normal,342.9,True
205,M001,Gearbox,59.34,2.4,2.8,12.7,602.0,4.53,20.5,Low Load,Normal,342.8,True
206,M001,Gearbox,59.49,2.41,2.81,12.64,599.0,4.48,20.6,Low Load,Normal,342.7,True
207,M001,Gearbox,59.42,2.4,2.81,12.63,600.0,4.49,20.7,Low Load,Normal,342.6,True
208,M001,Gearbox,59.39,2.37,2.81,12.56,599.0,4.46,20.8,Low Load,Normal,342.5,True
209,M001,Gearbox,59.46,2.38,2.81,12.62,600.0,4.49,20.9,Low Load,Normal,342.4,True
210,M001,Gearbox,59.78,2.41,2.8,12.52,599.0,4.45,21.0,Low Load,Normal,342.3,True
211,M001,Gearbox,59.23,2.4,2.8,12.65,599.0,4.49,21.1,Low Load,Normal,342.2,True
212,M001,Gearbox,59.67,2.37,2.8,12.71,603.0,4.54,21.2,Low Load,Normal,342.1,True
213,M001,Gearbox,59.36,2.4,2.8,12.62,600.0,4.49,21.3,Low Load,Normal,342.0,True
214,M001,Gearbox,59.42,2.42,2.79,12.49,600.0,4.44,21.4,Low Load,Normal,341.9,True
215,M001,Gearbox,59.73,2.38,2.8,12.55,601.0,4.46,21.5,Low Load,Normal,341.8,True
216,M001,Gearbox,59.49,2.41,2.8,12.54,599.0,4.45,21.6,Low Load,Normal,341.7,True
217,M001,Gearbox,59.49,2.39,2.8,12.66,600.0,4.5,21.7,Low Load,Normal,341.6,True
218,M001,Gearbox,59.3,2.45,2.81,12.57,601.0,4.48,21.8,Low Load,Normal,341.5,True
219,M001,Gearbox,59.46,2.4,2.79,12.6,600.0,4.48,21.9,Low Load,Normal,341.4,True
220,M001,Gearbox,59.67,2.41,2.8,12.66,599.0,4.49,22.0,Low Load,Normal,341.3,True
221,M001,Gearbox,59.48,2.4,2.8,12.71,600.0,4.52,22.1,Low Load,Normal,341.2,True
222,M001,Gearbox,59.57,2.39,2.8,12.66,600.0,4.5,22.2,Low Load,Normal,341.1,True
223,M001,Gearbox,59.27,2.4,2.8,12.62,602.0,4.51,22.3,Low Load,Normal,341.0,True
224,M001,Gearbox,59.55,2.41,2.8,12.52,597.0,4.43,22.4,Low Load,Normal,340.9,True
225,M001,Gearbox,59.32,2.41,2.8,12.52,600.0,4.45,22.5,Low Load,Normal,340.8,True
226,M001,Gearbox,59.42,2.44,2.79,12.51,601.0,4.46,22.6,Low Load,Normal,340.7,True
227,M001,Gearbox,59.47,2.41,2.8,12.63,602.0,4.51,22.7,Low Load,Normal,340.6,True
228,M001,Gearbox,59.63,2.41,2.8,12.61,601.0,4.49,22.8,Low Load,Normal,340.5,True
229,M001,Gearbox,59.57,2.39,2.79,12.65,602.0,4.51,22.9,Low Load,Normal,340.4,True
230,M001,Gearbox,59.64,2.4,2.8,12.67,601.0,4.51,23.0,Low Load,Normal,340.3,True
231,M001,Gearbox,59.5,2.4,2.8,12.59,601.0,4.48,23.1,Low Load,Normal,340.2,True
232,M001,Gearbox,59.54,2.39,2.8,12.47,601.0,4.44,23.2,Low Load,Normal,340.1,True
233,M001,Gearbox,59.31,2.38,2.79,12.59,601.0,4.49,23.3,Low Load,Normal,340.0,True
234,M001,Gearbox,59.53,2.4,2.8,12.58,600.0,4.47,23.4,Low Load,Normal,339.9,True
235,M001,Gearbox,59.64,2.37,2.8,12.58,599.0,4.46,23.5,Low Load,Normal,339.8,True
236,M001,Gearbox,59.4,2.43,2.81,12.55,603.0,4.48,23.6,Low Load,Normal,339.7,True
237,M001,Gearbox,59.45,2.38,2.79,12.55,598.0,4.45,23.7,Low Load,Normal,339.6,True
238,M001,Gearbox,59.38,2.4,2.8,12.54,601.0,4.47,23.8,Low Load,Normal,339.5,True
239,M001,Gearbox,59.55,2.37,2.81,12.54,597.0,4.44,23.9,Low Load,Normal,339.4,True
240,M001,Gearbox,59.48,2.41,2.79,12.64,600.0,4.5,24.0,Low Load,Normal,339.3,True
241,M001,Gearbox,59.49,2.46,2.79,12.76,598.0,4.52,24.1,Low Load,Normal,339.2,True
242,M001,Gearbox,59.37,2.43,2.81,12.52,601.0,4.46,24.2,Low Load,Normal,339.1,True
243,M001,Gearbox,59.47,2.36,2.8,12.51,600.0,4.45,24.3,Low Load,Normal,339.0,True
244,M001,Gearbox,59.62,2.39,2.8,12.66,601.0,4.51,24.4,Low Load,Normal,338.9,True
245,M001,Gearbox,59.62,2.38,2.8,12.68,599.0,4.5,24.5,Low Load,Normal,338.8,True
246,M001,Gearbox,59.43,2.4,2.8,12.6,598.0,4.46,24.6,Low Load,Normal,338.7,True
247,M001,Gearbox,59.29,2.38,2.8,12.69,599.0,4.51,24.7,Low Load,Normal,338.6,True
248,M001,Gearbox,59.4,2.38,2.81,12.63,600.0,4.49,24.8,Low Load,Normal,338.5,True
249,M001,Gearbox,59.57,2.41,2.8,12.44,601.0,4.43,24.9,Low Load,Normal,338.4,True
250,M001,Gearbox,59.5,2.42,2.79,12.56,602.0,4.48,25.0,Low Load,Normal,338.3,True
251,M001,Gearbox,59.37,2.41,2.8,12.65,598.0,4.49,25.1,Low Load,Normal,338.2,True
252,M001,Gearbox,59.54,2.38,2.8,12.75,599.0,4.53,25.2,Low Load,Normal,338.1,True
253,M001,Gearbox,59.49,2.37,2.8,12.66,601.0,4.51,25.3,Low Load,Normal,338.0,True
254,M001,Gearbox,59.48,2.41,2.81,12.6,600.0,4.48,25.4,Low Load,Normal,337.9,True
255,M001,Gearbox,80.47,3.62,4.39,21.66,787.0,10.11,25.5,High Load,Normal,337.8,True
256,M001,Gearbox,80.6,3.59,4.41,21.56,789.0,10.08,25.6,High Load,Normal,337.7,True
257,M001,Gearbox,80.72,3.59,4.39,21.66,787.0,10.1,25.7,High Load,Normal,337.6,True
258,M001,Gearbox,80.39,3.6,4.41,21.48,789.0,10.04,25.8,High Load,Normal,337.5,True
259,M001,Gearbox,80.5,3.65,4.4,21.53,790.0,10.08,25.9,High Load,Normal,337.4,True
