timestamp,machine_id,machine_type,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm,runtime_hours,health_label,rul_hours
27,M001,Test Machine,55.0534919725691,4.690238341788488,2.633714353287929,18.46871569393763,1178.8400630580538,295.25938534894607,Critical,80.46865461327044
28,M001,Test Machine,71.2539605105669,3.3878175322327984,3.424310112387836,18.608575515300945,1024.2252275242513,382.88163670508675,Critical,65.55408529395896
29,M001,Test Machine,58.59214164558843,2.357316712037984,3.0492403643036288,18.141847845083085,1332.1304771719942,368.04689141123396,Warning,90.05639228116621
30,M001,Test Machine,65.23606140130912,3.0757929816918006,2.1714047211749765,16.630812012689667,930.3180539625654,490.4989401542845,Warning,87.4348520202321
31,M001,Test Machine,48.923069760500944,4.686570214342229,4.681773813334971,24.48341451687023,1216.4788949618353,72.44207524681184,Critical,46.40967633201315
32,M001,Test Machine,54.7171146627426,5.461373029217066,3.278575000317702,11.314336942511925,1148.9268744527737,343.2570911892194,Critical,66.5539943147152
33,M001,Test Machine,62.44957685212134,3.7114092890635266,2.8198210381243562,18.285640478588576,1109.2506944958807,202.59913832436814,Critical,79.98242860854768
34,M001,Test Machine,76.65483888001421,3.2499661341556862,3.871008140126917,16.321520569842384,1206.1092957583985,365.20519286449235,Critical,89.28903446907225
35,M001,Test Machine,73.54177471855826,3.8136500476979434,3.7935413463404015,13.784184983646492,1038.254117855904,285.9468636507765,Critical,53.7484080409281
36,M001,Test Machine,73.21357359260621,3.473159307971855,3.985615023643341,19.660003781778947,1212.7476780260274,128.54301058327732,Critical,63.16698504862855
37,M001,Test Machine,87.75299346947139,4.742897738443381,4.94324473899087,18.373644381228548,965.6728915346405,170.90614489230282,Critical,28.58155138698153
38,M001,Test Machine,73.67164490985351,6.058073825961587,4.286313572474447,23.659304644662154,1041.4497377704313,184.47412698696007,Critical,21.39846247025187
39,M001,Test Machine,79.01679397815812,4.629481205908465,3.8120119737688603,24.830637553002187,1096.6758439648693,329.6573659102489,Critical,49.68765666961657
40,M001,Test Machine,65.12795684753155,2.929271955940898,4.264192305901994,14.015321272510983,1222.7252120345331,362.9246575081058,Warning,63.182700873155355
41,M001,Test Machine,50.06317114968488,3.8903356629298207,3.0569106076897077,15.412640677834087,1193.8073012983075,277.60337141654065,Warning,89.47060259099074
42,M001,Test Machine,77.23115924256741,6.535481457595246,4.9912676119980555,21.07969780697315,1151.324014553542,129.24027178358327,Critical,27.369292689467102
43,M001,Test Machine,72.10183983951218,3.8884218637641843,3.358959287029136,16.353976139595655,1369.0328528187347,30.94460384583475,Critical,93.8629845304228
44,M001,Test Machine,74.10502770952664,3.835781086251992,3.051541690061208,18.98162076070375,1163.6163603929176,104.26839429185003,Critical,74.26388260212123
45,M001,Test Machine,78.4692120968482,4.1106621523656095,4.130665487219941,20.786658129244202,1034.5911469654038,348.5392927480301,Critical,38.85617331263626
46,M001,Test Machine,92.08256676113824,4.2154156340825635,3.7708970196265232,16.850712464301637,1080.5448736064793,119.11508298083295,Critical,85.78488654207561
47,M001,Test Machine,71.73151271632759,1.892993768020021,3.542738797470798,10.675442965586926,1136.953365863757,208.28189303778188,Warning,88.2892399904209
48,M001,Test Machine,75.15423215755365,3.024267423946654,2.9454232921655263,15.800123038888362,1202.932871106583,443.45880113225616,Critical,98.34907555818921
49,M001,Test Machine,89.33128604927646,2.4935153827617955,4.413928542892945,19.768525508130228,1083.959226247705,21.035624651708385,Critical,91.2256630106638
50,M001,Test Machine,65.77282953986432,3.0923741936197118,4.2396996295631615,18.503077461898226,1270.8283101938835,279.18401117038474,Critical,38.288427528354404
51,M001,Test Machine,62.27571468150277,3.9083503696311253,3.6402893020705664,20.59244079765731,1132.6137739465428,487.0045593367747,Critical,65.51381447401465
52,M001,Test Machine,87.08160414119614,4.350720918642292,2.0480015049115976,14.067784506459581,1165.1503337530248,58.77775839376931,Critical,79.09983149514926
53,M001,Test Machine,58.94541344572509,2.8286511698290315,2.8697920144803652,19.364504882708296,1175.8439426590692,406.6801725414957,Warning,91.33281640838932
54,M001,Test Machine,68.87080568291327,3.429213016267891,3.581016834001648,22.614448138110173,1184.2573106870168,48.00617240815125,Critical,83.91711979054008
55,M001,Test Machine,86.73226717301621,3.277042832012019,4.365391672395401,22.791430695867632,1109.223882652697,499.1387803900816,Critical,50.32401634552278
56,M001,Test Machine,79.44650348653732,3.1214643392639863,4.658598585342974,17.148002339761724,1150.0901162461416,97.44704264942833,Critical,75.07252191877474
57,M001,Test Machine,88.680338727599,2.1007278995944367,3.6268590276086923,19.46228097353834,1127.753359486323,71.22025135465205,Critical,72.40835391495446
58,M001,Test Machine,89.30158175095805,4.0400151118480165,2.9652838211361514,23.084645189619796,1019.254230753304,184.22296446278767,Critical,57.946868287194846
59,M001,Test Machine,76.71829028463573,2.948533654337579,3.553015783179348,18.334159857018978,1233.2177750181736,128.2188601182273,Critical,95.39036385589735
60,M001,Test Machine,68.25000383606658,3.2496946204647923,5.1359670251458684,17.979444292810633,1013.8297659711473,343.09012672901656,Critical,50.60309059657677
61,M001,Test Machine,91.82042707936586,5.072881526743119,5.362760976416945,28.770562695462807,980.7061647711898,433.33155913570505,Critical,15.076898193548502
62,M001,Test Machine,78.30216238589058,4.768184268326737,4.483945836667543,14.798892334144227,1236.6680958776649,96.60250524594294,Critical,54.282509016301454
63,M001,Test Machine,70.73097931868762,6.562375952162868,4.453037902624594,21.103519129182985,1080.2377107916382,471.28511337113747,Critical,14.52864736858524
64,M001,Test Machine,83.16144460520552,2.1472077784394425,4.32886334881411,12.590003318912423,1119.8208657957846,218.6522601065013,Warning,82.05195636803359
65,M001,Test Machine,80.68782704918357,4.926575291590607,3.768357078552757,19.59873285250543,1098.1350267534558,349.4422447286425,Critical,65.73042233470943
66,M001,Test Machine,69.18058766084155,3.425901571003452,2.3168961176267846,14.986864909589002,1078.4340969899229,318.9118086476208,Critical,83.2344091546124
67,M001,Test Machine,69.89368784357401,4.709290138948674,5.535989151991698,17.5772296724602,1129.8668107421074,300.8813150606766,Critical,67.48926195961833
68,M001,Test Machine,67.26053576680553,3.9916319632151347,5.690411983946929,16.662726430734867,1099.2183306538307,26.33224043143967,Critical,35.904037537839685
69,M001,Test Machine,71.481697247189,2.1124644226157585,3.503474997143153,20.844326195030195,1097.5233033756751,358.39023378323856,Warning,79.8109456977879
70,M001,Test Machine,76.16248055735687,4.0291741602796805,3.7079512380625745,14.131036922346063,1089.2853050548201,342.267076047427,Critical,70.84859786694805
71,M001,Test Machine,59.058881812032624,2.949244409213838,3.195285832797391,21.3352717486757,1037.820705637556,335.9126679569015,Warning,89.33305755490564
72,M001,Test Machine,93.58797461678944,4.169012118959827,4.260925995236619,20.220246827167067,973.4431074064553,232.2018551508877,Critical,23.6532964339263
73,M001,Test Machine,59.46292995951766,4.027405242511201,3.7112841495000453,14.024236724955259,1141.3434587837148,2.2329917625759643,Critical,75.54267809043401
74,M001,Test Machine,58.01260962869194,4.791020936077237,4.661671468226312,22.787733069205455,1233.4835020204678,266.7271793140558,Critical,35.90374091897637
75,M001,Test Machine,86.91507944343059,4.039642381954309,4.9900202874669,21.1793780797436,1042.325798410116,357.15210068801366,Critical,48.16986159473386
76,M001,Test Machine,80.64258306024978,4.0515828828651745,4.369673907562425,23.247788404928194,997.7749307164765,353.1728733680161,Critical,11.456904514281177
77,M001,Test Machine,71.80222004105472,4.133928699184679,4.053338182166228,22.541790615811948,1217.6086320118566,78.11879795782556,Critical,63.718678476168066
78,M001,Test Machine,59.6537094050455,3.400674183152267,3.3962677562874948,16.231753247553986,1049.0951421802245,222.6418158720455,Warning,86.37005515016787
79,M001,Test Machine,59.28784425973237,3.813595980928061,3.424862332583512,20.44762962206481,1063.7132404672218,468.4955396364703,Critical,53.43637659892121
80,M001,Test Machine,86.145074118946,3.0729468966185824,4.131368976819099,19.814348907729602,1155.7332350487104,81.7899168250501,Critical,61.33284832733287
81,M001,Test Machine,73.72416572325018,4.916218100432239,5.188998903609943,22.64622837509,933.8306857489474,33.156525882412026,Critical,29.74214997226268
82,M001,Test Machine,84.76363887580649,4.72054128364372,3.8736596203456353,13.964971803020134,1259.0997581945167,61.662406572900174,Critical,85.80648702552806
83,M001,Test Machine,84.34308914946409,5.1977334228422025,5.354485764464036,21.743645563881564,979.06094717793,300.3365701753339,Critical,49.28496720689437
84,M001,Test Machine,73.35051264811224,3.7500539608648236,3.7083926462008687,18.116483739193622,1081.284176712751,483.51335203307315,Critical,48.258576481209204
85,M001,Test Machine,60.491527964779614,3.7725410308899052,3.1732231562168183,13.239413185761205,1133.8439374933064,353.61779496863716,Critical,71.42251610778274
86,M001,Test Machine,62.03657394650873,2.8987511089321485,3.3869596841890623,19.757121669528537,1252.6180292524741,69.44924138705638,Warning,80.37462783829014
87,M001,Test Machine,60.85535979586733,4.1367385816874345,3.955305184470922,20.205966799781436,1277.7462974970163,368.0945081580025,Critical,64.08734001931435
88,M001,Test Machine,95.90257007965329,4.716009787859917,4.253803850149606,15.388088370009841,1180.4424027464368,68.36525748565685,Critical,54.85853582302853
89,M001,Test Machine,85.08999802856373,6.824358922783673,5.127564697652822,20.254573808452164,1138.9133956100284,429.28148705510984,Critical,16.994864231805337
90,M001,Test Machine,80.33931920924658,3.274660044678885,2.9897531754810664,19.54286211070875,1208.1685899988997,392.16188623080757,Critical,82.73231297298884
91,M001,Test Machine,70.01452042949276,3.541259606573904,4.705298448825865,16.67322831661511,1101.291774408114,412.9673035160778,Critical,20.403815861822338
92,M001,Test Machine,82.58068922794774,4.848514907097172,4.492011712394847,24.897393121719144,1018.9575146332731,352.0702564407858,Critical,29.03347930610032
93,M001,Test Machine,90.70669311820721,3.718838249265188,4.308990447520273,25.429764672424486,1147.0079971121413,156.67595630213742,Critical,37.32366821445359
94,M001,Test Machine,73.00649847864648,4.151908942867275,4.453409550544278,20.890892235011336,1130.4985661934345,238.87396247418562,Critical,48.89527255910515
95,M001,Test Machine,87.22320720849379,4.6015598391416646,4.665689109481818,17.466414233272907,1080.856238790321,89.30658131756259,Critical,46.39571821325636
96,M001,Test Machine,64.6609846012684,4.9429366929145715,3.99580288138866,22.539212236665435,1129.2102761525143,160.92600133147346,Critical,52.720013254032736
97,M001,Test Machine,57.31617779791741,4.665683031942411,3.8080482624038057,17.610851786089533,1207.4157340386726,248.69678923709293,Critical,73.22098040153534
98,M001,Test Machine,82.92431159031193,5.643250811084244,4.3640266159107775,15.952796015304635,977.2347452010962,361.33254093582417,Critical,36.413625387112475
99,M001,Test Machine,76.23983952165524,4.3338998410370735,3.3021204784762173,17.20973016750583,915.3470871987582,398.81941356324046,Critical,32.35778259678656
100,M001,Test Machine,76.97035293717232,2.6775794536368966,3.788652485744926,17.8843612935282,1284.357699998755,51.98515703899825,Critical,75.02587279995697
101,M001,Test Machine,59.40935913505932,4.709550765410587,4.307864733266286,25.812032856683,1200.9910454693245,420.68326845902783,Critical,36.15292697381286
102,M001,Test Machine,89.61656233579453,5.5889236454643285,4.526917116324749,19.90899178763835,995.3898418654569,7.3698510695141,Critical,21.277378085097965
103,M001,Test Machine,103.02605935356135,5.308174865622872,5.39513247322046,23.585698385029445,1033.0718877432596,268.72500464380335,Critical,45.806409636093065
104,M001,Test Machine,67.97519154179287,2.6405908410292955,3.718675520706335,16.728049243513766,1268.6832874344127,470.16229341727717,Warning,85.50346889751543
105,M001,Test Machine,83.9032441041766,5.202783519997139,6.352982223373939,24.95095451554016,967.8889298699096,410.08492286349656,Critical,16.471797332148228
106,M001,Test Machine,78.82356755886349,3.990054782581327,4.432035027562355,24.877445870519203,1130.5517412116421,158.85568371218545,Critical,45.87367279385486
107,M001,Test Machine,51.82118799338767,2.5262193174021688,3.3354912006957242,19.285762145357094,1057.9208894170688,28.778430402639053,Warning,75.51574704412506
108,M001,Test Machine,85.313549452041,5.452014499354778,4.04393365642812,21.998451737722124,1079.7199333668534,343.49151917927566,Critical,27.76562625187944
109,M001,Test Machine,65.91460177933726,5.295162046255338,3.909340766637195,28.660807252489146,1072.4948648372897,303.0416289777374,Critical,23.64085351226386
110,M001,Test Machine,61.53680165772694,3.2462979762863395,2.4288110824968934,21.476869394904806,1153.340007859452,367.0064017143265,Critical,96.33881062465755
111,M001,Test Machine,85.7851172750183,3.9027679396210098,2.8212861966518794,21.928400579309336,1230.3428354042871,416.21608590846535,Critical,62.39610199458583
112,M001,Test Machine,74.8758314770474,5.2240915147087374,5.648671383231063,19.240710849686835,961.0103009005318,138.22242565920118,Critical,22.473995328783246
113,M001,Test Machine,78.33992160322809,4.553197045028218,3.504877532916508,18.71661805935534,1051.900486227922,136.1098066239473,Critical,62.52655731600658
114,M001,Test Machine,87.80021725920896,2.905077164699068,3.778320366449085,18.382469834670758,949.1628693420118,494.6789851170555,Critical,42.97227976159634
115,M001,Test Machine,76.53014195764989,3.1274193206302425,4.806194193924895,20.932245950993828,1158.0351087049391,141.74890500700639,Critical,60.657699714895514
116,M001,Test Machine,61.2542230525344,4.375369954013588,4.2475071377579585,18.882123397485106,1091.1953503234806,250.0612457200845,Critical,55.163315109337844
117,M001,Test Machine,69.84434504513787,4.051467842589587,3.684780385129974,17.12147236910722,1102.587143515484,443.35860915268233,Critical,63.239059906065954
118,M001,Test Machine,101.95739851716834,4.771301353229285,4.722421962857625,26.252982404898034,947.374303977426,224.49627839687392,Critical,21.86521708021533
119,M001,Test Machine,49.05862440896656,2.412628571265137,3.187992412402919,18.900792846874,1083.0677729422737,60.70918451246959,Warning,80.60913082476429
120,M001,Test Machine,64.57414662027107,3.9820893935508552,4.238895714669537,15.699503308699802,1050.973049233636,328.0130247881601,Critical,89.50596958480232
121,M001,Test Machine,71.62327571065728,3.5820965859818674,3.8093210682109038,15.047593466162903,1241.5360620695133,6.9713232214987375,Critical,45.350396085077364
122,M001,Test Machine,81.89135439142211,5.357517889843692,3.718934934113174,20.11724078287159,1044.672547084064,313.34311072079544,Critical,29.42253657797174
123,M001,Test Machine,79.42570526380577,2.150839057466815,4.008247872462933,24.6618934106824,1050.1585368895003,270.42118880501033,Critical,68.75402908629943
124,M001,Test Machine,99.25227927264021,4.8713918926616895,4.958653815542038,20.66474939422528,995.5706220333981,465.3456602113838,Critical,18.255836834111435
125,M001,Test Machine,66.76693773566845,3.647334485298612,3.4344781965189752,23.50422647728184,1140.9170791771078,225.20700102154746,Critical,79.88832254907987
126,M001,Test Machine,86.59130842059072,3.1576791353648885,3.690943381230718,24.63755856427015,1233.2321087713453,163.93613263810204,Critical,39.394471956298695
127,M001,Test Machine,83.52101849840982,4.799320761692721,5.04123584687944,14.501110450049186,1130.1591177963942,387.97176369016233,Critical,39.143723276088586
128,M001,Test Machine,75.63490679572377,4.230578229754023,3.5983925862674178,16.321591446582943,1259.2079827865648,419.9482669527327,Critical,73.48854782347408
129,M001,Test Machine,65.48655822539132,3.9660574392717685,3.760153942627733,10.952260846470232,1254.788510408769,153.64657384975683,Critical,72.43391106704783
130,M001,Test Machine,66.36878640326766,3.472340518344006,3.5247768741242558,18.937498919634102,1129.6152528303599,82.32753418259293,Critical,48.96099509037999
131,M001,Test Machine,62.21978399804366,3.1799778865526447,3.995392567755042,16.77733311625051,910.9058384768127,193.74368610262312,Warning,63.00903194087218
132,M001,Test Machine,59.95149160627893,3.4667046528878656,4.605465217395435,21.373959277113297,1185.3146715218911,346.27831613400684,Critical,88.67861334878428
133,M001,Test Machine,69.46821588483944,2.9541631431296946,2.886764345227557,15.719777155715153,1181.9965886700143,181.1008085985345,Warning,94.36892443220273
134,M001,Test Machine,74.90829624026273,3.844094854124345,2.304985715237074,13.316069349454068,1173.9369102073842,135.1057444641395,Critical,89.65538960959256
135,M001,Test Machine,76.24751501311154,2.6028716796307174,3.3079489680749914,18.31732183440695,983.6318604552393,331.56606651688674,Warning,63.94228059455837
136,M001,Test Machine,68.30803813708346,2.728487724858706,5.244419445789639,18.159210175573705,1061.5422577138181,19.688506446020217,Warning,60.410849054316145
137,M001,Test Machine,91.24438115285747,3.2064557608052953,3.5432992883011787,21.370478354075143,1235.9761282817271,155.78188462514774,Critical,63.16893975910268
138,M001,Test Machine,93.09357480326275,3.6414920050669686,4.73606348728813,16.37724172519255,1128.013829672481,205.80617140994295,Critical,41.92786644873686
139,M001,Test Machine,72.297430232715,3.8243454616638908,3.4171242872096963,17.345146470145103,1099.191377317072,255.67497580684068,Critical,51.23155887902471
140,M001,Test Machine,61.10058022623475,3.146140438626097,4.1042276863276586,17.656808721027108,1055.3804610046086,315.65154194280564,Warning,80.49297571258867
141,M001,Test Machine,85.62255616816377,4.204550133931999,3.978471439661121,21.728108662104326,928.9335840156275,74.9362288149678,Critical,13.058170180371661
142,M001,Test Machine,79.11677090591752,2.4316695930136354,2.8445752179678756,15.683060713644384,1174.8403162443578,135.41537186423463,Warning,93.50296995081708
143,M001,Test Machine,84.11190710331384,5.026606587897342,4.452118556113623,15.028673070129571,948.5837486326245,204.0610323333919,Critical,28.970842011522947
144,M001,Test Machine,88.15043043664083,4.558927297865068,5.278832486103396,24.579703311264446,885.0475876790499,27.84882532180627,Critical,20.867754756068237
145,M001,Test Machine,73.57527295290868,3.933032113702939,4.046323381081837,19.715658078981242,1065.2212485519028,389.0399273124017,Critical,51.86766620950779
146,M001,Test Machine,75.85152618397927,3.767738141736751,3.063624809123737,19.65023110648397,1188.783302591574,89.8677082338587,Critical,71.70032245619365
147,M001,Test Machine,84.52666491307049,3.3511998485009777,2.7135506198740544,11.550413972347833,1147.3463599068687,46.05226204697605,Critical,81.63450820670906
148,M001,Test Machine,65.04983346843741,3.4893361775796046,3.7279630843126412,13.119759585375437,1334.5299354823926,458.79540717616726,Warning,88.99065422553464
149,M001,Test Machine,83.24525209418985,5.842873748283518,4.244199583546405,21.088864024596532,1116.7399862802054,375.5753723030053,Critical,24.34521353899997
150,M001,Test Machine,85.67187922883261,5.488897512139036,5.152119439760328,21.53311311029382,956.1187331579133,286.30390475605964,Critical,18.398284914986505
151,M001,Test Machine,71.51519906949127,2.7605434444853505,2.8815086851155707,16.490380371942166,1168.6624405188816,277.9786718730653,Warning,83.44924519698591
152,M001,Test Machine,55.41120989327862,3.2953857389278127,2.8057012869893643,16.905434519743174,1056.4638515929125,196.61811367077343,Warning,79.614556057041
153,M001,Test Machine,48.52613530645257,3.279415759868468,3.4693717165221667,16.42090571283699,1275.1495168422114,282.0502950199882,Warning,89.67330160663818
154,M001,Test Machine,73.77627772244634,6.20579512544313,4.1855848874371056,24.826396724535826,1188.4229976971114,308.57690100153053,Critical,14.622272057508724
155,M001,Test Machine,68.6972713480357,4.444408521988471,2.583129701701691,15.91495582858045,1111.7659521183443,163.70799333402314,Critical,90.91968222691443
156,M001,Test Machine,89.16663998320549,5.514767287615979,4.135444224632136,23.25501421437839,919.2836697782727,184.41880183691066,Critical,16.17364754571983
157,M001,Test Machine,66.43347350220093,3.53910440894433,3.5573609081019884,14.674357761603071,1028.7853363310805,288.1061572651119,Critical,69.66901405028273
158,M001,Test Machine,94.53734633135852,4.047627051025486,4.10074642746791,19.678159006365988,1182.4148896859601,302.55443155677153,Critical,29.058528237915496
159,M001,Test Machine,64.76648849167593,1.1213339245836547,1.7186807348189386,17.070529853839517,1328.6853908548608,297.4146716912354,Warning,94.6078829427799
160,M001,Test Machine,71.70100794920226,5.012682553028228,4.084291743299566,14.094664253887872,1154.9964790384406,416.3026498844638,Critical,70.75968414914794
161,M001,Test Machine,70.68284393412304,5.114092898289453,4.097594477940683,22.175710698853287,1279.4394125478157,147.41159020634132,Critical,65.69882812157651
162,M001,Test Machine,69.15925507934189,4.108724659687166,3.8045818417311783,14.041030771100449,1136.7015329278393,477.3720798635259,Critical,87.31455781656145
163,M001,Test Machine,88.63883554966048,5.302118774174104,4.239216949102476,24.389660471587817,877.512519465171,171.1882108419601,Critical,25.32657335848998
164,M001,Test Machine,89.20637994959772,6.004742414665582,3.7983051228431624,24.893385839669328,1109.2311703524697,438.1252808328204,Critical,21.025694932865193
165,M001,Test Machine,61.82300359115172,4.01585301113931,2.706498694447091,16.0139980493055,1251.5074895360337,171.8193927041236,Critical,73.86745151238571
166,M001,Test Machine,96.36556382577395,4.831704840686385,4.367689336761153,19.4138853326654,1050.7023690236845,355.9370446892102,Critical,27.419832725550975
167,M001,Test Machine,61.682933626527095,3.029250392365559,3.737239968653379,21.962121158995274,996.4074262141298,345.08821890333144,Critical,65.65060809641676
168,M001,Test Machine,70.17543559503368,2.9731198408821906,3.8831383153134205,14.528668031281505,1083.3745555416058,278.4245560905246,Warning,80.27575545642605
169,M001,Test Machine,78.36931639043505,5.028132486089035,5.345832746524187,20.09595436035832,1223.4090038816926,4.869089016815487,Critical,27.4902304345364
170,M001,Test Machine,63.899510576159344,2.4795341936288935,4.8228558921240126,18.321837460766154,1173.016257841,111.25600886271586,Warning,57.747576927951044
171,M001,Test Machine,80.19163809227207,5.5090888578579,4.3538050757554645,25.833427603307943,971.3330707880845,495.1907604085631,Critical,28.257202125953228
172,M001,Test Machine,77.5686842637698,5.553700633971619,5.175962735468494,18.81541022883119,921.914879629646,174.0339291114385,Critical,10.104301014877962
173,M001,Test Machine,69.33447649540551,1.7709044898144264,3.470150454842549,17.816300313882877,1186.039333746506,65.13515760428496,Warning,83.77568171809752
174,M001,Test Machine,85.92725138407499,5.371721624137773,4.7269783533366985,28.635989189103157,832.97224012124,439.1090688733556,Critical,23.96623702653406
175,M001,Test Machine,91.26742189769986,4.314794906653979,3.7810326275327344,20.6838743598393,1194.217935748,321.43297252283946,Critical,48.033423064147854
176,M001,Test Machine,85.23530340142335,6.380320954711165,5.504915867935928,21.394619993967424,951.4690821133164,276.4917470475154,Critical,22.77342453182861
177,M001,Test Machine,68.01440958301048,3.300108693173249,4.125770169977599,20.266526890507688,1003.0771847439498,479.9916052438319,Critical,58.93001656273572
178,M001,Test Machine,73.53011744951444,2.167223146998057,4.595651304587613,22.50412965213596,1131.0461978404992,395.6698618837646,Warning,43.991579994802976
179,M001,Test Machine,77.64794115604617,3.519634704639959,3.726772217249663,17.875798194204023,988.6786784113555,24.372497749820532,Critical,49.38327957294757
180,M001,Test Machine,72.23614965610926,3.76499875157657,2.9539576147430076,18.69623063695685,1334.0021345883379,420.5108567724927,Critical,71.64306387330515
181,M001,Test Machine,95.45974894799686,4.989265528087052,4.850700027083497,24.170141529129182,1072.6998228172226,493.4513157849548,Critical,28.61264680429312
182,M001,Test Machine,94.59681336434521,4.306032091319194,4.502847046493659,16.015613950775283,1131.2382727193215,472.59463764296765,Critical,29.605221699509514
183,M001,Test Machine,68.22392262739753,3.8603501837328316,3.147549556869256,12.953264320183969,1072.372581364177,165.80172400842375,Critical,69.34023149580938
184,M001,Test Machine,61.787242199063435,2.563937458919149,3.226063875130822,17.474996964577002,1325.3957652362978,267.5805327297777,Warning,89.76851433583565
185,M001,Test Machine,46.27076825753504,2.0278055253873024,3.262992872332332,15.884047990114967,1079.9074358004673,60.57495088734183,Warning,69.21408565803873
186,M001,Test Machine,68.29507404083026,3.4499803998749945,5.29188870250268,17.099590209447697,1250.5812342251147,370.0122859366723,Critical,60.47074821676396
187,M001,Test Machine,60.88221399628585,4.946394396833353,3.865145277569719,17.151252979336036,1019.2051463978875,338.19993576417045,Critical,74.5174402429209
188,M001,Test Machine,69.66705017757684,4.165889086902871,4.206448928367714,20.131462746632565,1175.219454412445,35.0224755965346,Critical,63.03117358663735
189,M001,Test Machine,71.87319816014995,2.7178246317924053,3.7207564302487786,12.042843075737892,1255.955754671079,100.08535105076888,Warning,86.69189918508016
190,M001,Test Machine,73.23498845771245,2.8138500185356827,3.7131776729244983,15.37504638011405,1145.8288201210596,212.7929215705005,Warning,70.91620675424845
