timestamp,machine_id,machine_type,temperature_c,vibration_mm_s,pressure_bar,current_a,rpm,power_kw,runtime_hours,operating_condition,health_label,rul_hours,will_fail
26,M001,Conveyor Motor,65.01,2.5,3.0,14.93,1201.0,5.48,2.6,Normal,Normal,403.5,True
27,M001,Conveyor Motor,64.88,2.5,2.99,14.93,1201.0,5.48,2.7,Normal,Normal,403.4,True
28,M001,Conveyor Motor,64.77,2.5,3.0,15.08,1203.0,5.54,2.8,Normal,Normal,403.3,True
29,M001,Conveyor Motor,65.04,2.5,3.0,15.0,1203.0,5.51,2.9,Normal,Normal,403.2,True
30,M001,Conveyor Motor,65.5,2.49,2.99,15.11,1198.0,5.53,3.0,Normal,Normal,403.1,True
31,M001,Conveyor Motor,64.72,2.52,3.0,14.98,1199.0,5.49,3.1,Normal,Normal,403.0,True
32,M001,Conveyor Motor,65.12,2.49,3.01,15.06,1200.0,5.52,3.2,Normal,Normal,402.9,True
33,M001,Conveyor Motor,64.89,2.5,3.01,15.21,1203.0,5.59,3.3,Normal,Normal,402.8,True
34,M001,Conveyor Motor,65.2,2.5,3.01,14.97,1201.0,5.49,3.4,Normal,Normal,402.7,True
35,M001,Conveyor Motor,65.24,2.51,3.0,14.87,1201.0,5.46,3.5,Normal,Normal,402.6,True
36,M001,Conveyor Motor,65.03,2.51,3.0,14.97,1202.0,5.5,3.6,Normal,Normal,402.5,True
37,M001,Conveyor Motor,65.2,2.48,2.99,15.01,1200.0,5.5,3.7,Normal,Normal,402.4,True
38,M001,Conveyor Motor,64.96,2.51,3.01,14.92,1200.0,5.47,3.8,Normal,Normal,402.3,True
39,M001,Conveyor Motor,64.99,2.5,2.99,15.04,1200.0,5.51,3.9,Normal,Normal,402.2,True
40,M001,Conveyor Motor,65.41,2.5,3.0,14.88,1200.0,5.45,4.0,Normal,Normal,402.1,True
41,M001,Conveyor Motor,64.85,2.5,3.0,15.02,1200.0,5.51,4.1,Normal,Normal,402.0,True
42,M001,Conveyor Motor,65.28,2.5,3.02,15.01,1199.0,5.5,4.2,Normal,Normal,401.9,True
43,M001,Conveyor Motor,64.7,2.49,3.01,15.05,1200.0,5.52,4.3,Normal,Normal,401.8,True
44,M001,Conveyor Motor,64.95,2.49,3.0,15.01,1196.0,5.48,4.4,Normal,Normal,401.7,True
45,M001,Conveyor Motor,65.15,2.48,3.0,15.0,1201.0,5.5,4.5,Normal,Normal,401.6,True
46,M001,Conveyor Motor,64.87,2.52,3.0,15.05,1200.0,5.52,4.6,Normal,Normal,401.5,True
47,M001,Conveyor Motor,64.98,2.51,3.01,15.11,1200.0,5.54,4.7,Normal,Normal,401.4,True
48,M001,Conveyor Motor,65.01,2.5,3.0,14.94,1200.0,5.48,4.8,Normal,Normal,401.3,True
49,M001,Conveyor Motor,65.1,2.51,3.0,14.95,1201.0,5.49,4.9,Normal,Normal,401.2,True
50,M001,Conveyor Motor,65.08,2.49,3.01,15.06,1200.0,5.52,5.0,Normal,Normal,401.1,True
51,M001,Conveyor Motor,64.75,2.49,3.0,14.96,1199.0,5.48,5.1,Normal,Normal,401.0,True
52,M001,Conveyor Motor,64.77,2.51,2.99,15.0,1201.0,5.5,5.2,Normal,Normal,400.9,True
53,M001,Conveyor Motor,65.12,2.5,2.99,14.97,1198.0,5.48,5.3,Normal,Normal,400.8,True
54,M001,Conveyor Motor,64.76,2.48,3.0,15.1,1199.0,5.53,5.4,Normal,Normal,400.7,True
55,M001,Conveyor Motor,65.15,2.51,2.99,14.99,1200.0,5.5,5.5,Normal,Normal,400.6,True
56,M001,Conveyor Motor,65.15,2.5,2.99,15.15,1201.0,5.56,5.6,Normal,Normal,400.5,True
57,M001,Conveyor Motor,64.8,2.49,2.99,14.97,1199.0,5.48,5.7,Normal,Normal,400.4,True
58,M001,Conveyor Motor,64.9,2.49,3.0,14.91,1201.0,5.47,5.8,Normal,Normal,400.3,True
59,M001,Conveyor Motor,65.14,2.49,3.0,15.07,1200.0,5.53,5.9,Normal,Normal,400.2,True
60,M001,Conveyor Motor,65.17,2.51,2.99,14.96,1201.0,5.49,6.0,Normal,Normal,400.1,True
61,M001,Conveyor Motor,64.94,2.5,3.01,14.98,1200.0,5.5,6.1,Normal,Normal,400.0,True
62,M001,Conveyor Motor,64.97,2.48,2.99,14.98,1199.0,5.49,6.2,Normal,Normal,399.9,True
63,M001,Conveyor Motor,65.16,2.51,3.0,15.09,1199.0,5.53,6.3,Normal,Normal,399.8,True
64,M001,Conveyor Motor,65.06,2.5,2.99,14.93,1196.0,5.46,6.4,Normal,Normal,399.7,True
65,M001,Conveyor Motor,65.16,2.51,3.01,14.97,1201.0,5.5,6.5,Normal,Normal,399.6,True
66,M001,Conveyor Motor,64.61,2.51,3.01,15.05,1199.0,5.51,6.6,Normal,Normal,399.5,True
67,M001,Conveyor Motor,65.17,2.5,2.99,14.89,1200.0,5.46,6.7,Normal,Normal,399.4,True
68,M001,Conveyor Motor,65.0,2.48,3.02,14.96,1203.0,5.5,6.8,Normal,Normal,399.3,True
69,M001,Conveyor Motor,65.0,2.51,3.01,14.96,1199.0,5.48,6.9,Normal,Normal,399.2,True
70,M001,Conveyor Motor,65.12,2.51,3.0,14.99,1197.0,5.48,7.0,Normal,Normal,399.1,True
71,M001,Conveyor Motor,65.02,2.49,3.0,15.1,1201.0,5.54,7.1,Normal,Normal,399.0,True
72,M001,Conveyor Motor,65.07,2.49,3.0,14.96,1196.0,5.47,7.2,Normal,Normal,398.9,True
73,M001,Conveyor Motor,65.27,2.5,3.0,15.04,1203.0,5.53,7.3,Normal,Normal,398.8,True
74,M001,Conveyor Motor,64.85,2.51,3.0,14.93,1200.0,5.48,7.4,Normal,Normal,398.7,True
75,M001,Conveyor Motor,64.87,2.5,3.01,14.85,1200.0,5.44,7.5,Normal,Normal,398.6,True
76,M001,Conveyor Motor,65.0,2.5,3.0,15.06,1199.0,5.51,7.6,Normal,Normal,398.5,True
77,M001,Conveyor Motor,64.42,2.49,3.0,15.07,1201.0,5.53,7.7,Normal,Normal,398.4,True
78,M001,Conveyor Motor,64.57,2.51,3.0,14.96,1199.0,5.48,7.8,Normal,Normal,398.3,True
79,M001,Conveyor Motor,65.12,2.5,2.99,14.91,1200.0,5.47,7.9,Normal,Normal,398.2,True
80,M001,Conveyor Motor,65.37,2.51,3.0,14.91,1198.0,5.46,8.0,Normal,Normal,398.1,True
81,M001,Conveyor Motor,65.13,2.51,2.99,14.99,1198.0,5.49,8.1,Normal,Normal,398.0,True
82,M001,Conveyor Motor,64.88,2.51,3.0,14.92,1197.0,5.46,8.2,Normal,Normal,397.9,True
83,M001,Conveyor Motor,64.97,2.5,3.01,14.93,1198.0,5.47,8.3,Normal,Normal,397.8,True
84,M001,Conveyor Motor,65.13,2.5,3.0,15.01,1199.0,5.5,8.4,Normal,Normal,397.7,True
85,M001,Conveyor Motor,65.02,2.51,2.99,15.07,1202.0,5.54,8.5,Normal,Normal,397.6,True
86,M001,Conveyor Motor,64.9,2.53,3.01,14.86,1202.0,5.46,8.6,Normal,Normal,397.5,True
87,M001,Conveyor Motor,65.15,2.49,3.0,14.96,1202.0,5.49,8.7,Normal,Normal,397.4,True
88,M001,Conveyor Motor,64.8,2.49,3.01,15.0,1202.0,5.51,8.8,Normal,Normal,397.3,True
89,M001,Conveyor Motor,65.2,2.5,3.0,15.04,1204.0,5.53,8.9,Normal,Normal,397.2,True
90,M001,Conveyor Motor,65.03,2.5,3.0,15.03,1199.0,5.51,9.0,Normal,Normal,397.1,True
91,M001,Conveyor Motor,65.07,2.51,3.01,15.08,1201.0,5.53,9.1,Normal,Normal,397.0,True
92,M001,Conveyor Motor,65.4,2.5,3.0,14.85,1201.0,5.45,9.2,Normal,Normal,396.9,True
93,M001,Conveyor Motor,65.14,2.51,3.0,15.19,1202.0,5.58,9.3,Normal,Normal,396.8,True
94,M001,Conveyor Motor,64.79,2.5,3.0,15.11,1200.0,5.54,9.4,Normal,Normal,396.7,True
95,M001,Conveyor Motor,64.83,2.5,3.0,14.86,1198.0,5.44,9.5,Normal,Normal,396.6,True
96,M001,Conveyor Motor,65.03,2.49,3.01,14.89,1198.0,5.45,9.6,Normal,Normal,396.5,True
97,M001,Conveyor Motor,64.8,2.5,3.01,15.0,1200.0,5.5,9.7,Normal,Normal,396.4,True
98,M001,Conveyor Motor,65.25,2.52,3.0,14.84,1197.0,5.43,9.8,Normal,Normal,396.3,True
99,M001,Conveyor Motor,65.11,2.5,2.99,15.04,1201.0,5.52,9.9,Normal,Normal,396.2,True
100,M001,Conveyor Motor,64.73,2.52,3.0,15.05,1199.0,5.51,10.0,Normal,Normal,396.1,True
101,M001,Conveyor Motor,65.35,2.52,3.0,15.13,1198.0,5.54,10.1,Normal,Normal,396.0,True
102,M001,Conveyor Motor,65.02,2.49,3.0,14.93,1199.0,5.47,10.2,Normal,Normal,395.9,True
103,M001,Conveyor Motor,65.14,2.48,2.99,14.97,1201.0,5.49,10.3,Normal,Normal,395.8,True
104,M001,Conveyor Motor,65.36,2.5,3.0,14.96,1199.0,5.48,10.4,Normal,Normal,395.7,True
105,M001,Conveyor Motor,65.03,2.5,3.01,14.98,1201.0,5.5,10.5,Normal,Normal,395.6,True
106,M001,Conveyor Motor,65.22,2.51,3.0,15.04,1202.0,5.52,10.6,Normal,Normal,395.5,True
107,M001,Conveyor Motor,64.96,2.51,3.0,14.96,1199.0,5.48,10.7,Normal,Normal,395.4,True
108,M001,Conveyor Motor,65.06,2.51,3.0,15.09,1204.0,5.55,10.8,Normal,Normal,395.3,True
109,M001,Conveyor Motor,64.84,2.51,3.01,14.96,1197.0,5.47,10.9,Normal,Normal,395.2,True
110,M001,Conveyor Motor,65.12,2.5,3.0,15.04,1201.0,5.52,11.0,Normal,Normal,395.1,True
111,M001,Conveyor Motor,64.97,2.51,3.0,15.05,1195.0,5.49,11.1,Normal,Normal,395.0,True
112,M001,Conveyor Motor,64.91,2.5,2.99,14.98,1199.0,5.49,11.2,Normal,Normal,394.9,True
113,M001,Conveyor Motor,65.01,2.49,2.99,14.91,1198.0,5.46,11.3,Normal,Normal,394.8,True
114,M001,Conveyor Motor,64.77,2.5,3.01,15.07,1197.0,5.51,11.4,Normal,Normal,394.7,True
115,M001,Conveyor Motor,65.25,2.51,3.0,14.91,1203.0,5.48,11.5,Normal,Normal,394.6,True
116,M001,Conveyor Motor,64.8,2.5,3.01,15.03,1202.0,5.52,11.6,Normal,Normal,394.5,True
117,M001,Conveyor Motor,65.0,2.5,3.0,15.11,1200.0,5.54,11.7,Normal,Normal,394.4,True
118,M001,Conveyor Motor,65.13,2.49,3.0,15.03,1200.0,5.51,11.8,Normal,Normal,394.3,True
119,M001,Conveyor Motor,65.24,2.51,3.01,15.01,1201.0,5.51,11.9,Normal,Normal,394.2,True
120,M001,Conveyor Motor,65.05,2.51,2.99,14.87,1202.0,5.46,12.0,Normal,Normal,394.1,True
121,M001,Conveyor Motor,64.7,2.48,3.01,14.95,1196.0,5.47,12.1,Normal,Normal,394.0,True
122,M001,Conveyor Motor,65.22,2.5,3.0,14.98,1200.0,5.49,12.2,Normal,Normal,393.9,True
123,M001,Conveyor Motor,65.07,2.49,3.0,15.0,1195.0,5.48,12.3,Normal,Normal,393.8,True
124,M001,Conveyor Motor,64.71,2.49,3.0,15.03,1204.0,5.53,12.4,Normal,Normal,393.7,True
125,M001,Conveyor Motor,64.75,2.5,3.0,15.08,1200.0,5.53,12.5,Normal,Normal,393.6,True
126,M001,Conveyor Motor,65.06,2.5,3.0,15.05,1194.0,5.49,12.6,Normal,Normal,393.5,True
127,M001,Conveyor Motor,64.94,2.5,2.99,15.12,1199.0,5.54,12.7,Normal,Normal,393.4,True
128,M001,Conveyor Motor,65.22,2.49,3.0,15.0,1199.0,5.5,12.8,Normal,Normal,393.3,True
129,M001,Conveyor Motor,64.84,2.5,3.0,14.97,1202.0,5.5,12.9,Normal,Normal,393.2,True
130,M001,Conveyor Motor,65.09,2.5,2.99,15.08,1200.0,5.53,13.0,Normal,Normal,393.1,True
131,M001,Conveyor Motor,64.82,2.48,3.01,15.01,1198.0,5.5,13.1,Normal,Normal,393.0,True
132,M001,Conveyor Motor,64.95,2.48,3.01,15.02,1202.0,5.51,13.2,Normal,Normal,392.9,True
133,M001,Conveyor Motor,64.65,2.5,3.0,15.04,1200.0,5.52,13.3,Normal,Normal,392.8,True
134,M001,Conveyor Motor,64.93,2.49,3.0,14.89,1200.0,5.46,13.4,Normal,Normal,392.7,True
135,M001,Conveyor Motor,65.39,2.51,3.01,15.03,1201.0,5.52,13.5,Normal,Normal,392.6,True
136,M001,Conveyor Motor,64.99,2.49,2.99,15.09,1199.0,5.53,13.6,Normal,Normal,392.5,True
137,M001,Conveyor Motor,64.99,2.51,3.0,15.04,1198.0,5.5,13.7,Normal,Normal,392.4,True
138,M001,Conveyor Motor,64.93,2.49,3.0,15.04,1201.0,5.52,13.8,Normal,Normal,392.3,True
139,M001,Conveyor Motor,64.99,2.5,3.0,14.97,1201.0,5.49,13.9,Normal,Normal,392.2,True
140,M001,Conveyor Motor,64.98,2.49,3.0,15.11,1199.0,5.54,14.0,Normal,Normal,392.1,True
141,M001,Conveyor Motor,65.0,2.51,3.01,15.03,1199.0,5.51,14.1,Normal,Normal,392.0,True
142,M001,Conveyor Motor,65.17,2.49,3.01,14.94,1202.0,5.48,14.2,Normal,Normal,391.9,True
143,M001,Conveyor Motor,64.82,2.51,2.98,14.94,1196.0,5.46,14.3,Normal,Normal,391.8,True
144,M001,Conveyor Motor,64.77,2.5,3.01,14.93,1199.0,5.47,14.4,Normal,Normal,391.7,True
145,M001,Conveyor Motor,65.23,2.5,3.0,14.83,1201.0,5.44,14.5,Normal,Normal,391.6,True
146,M001,Conveyor Motor,64.76,2.5,3.0,14.9,1202.0,5.47,14.6,Normal,Normal,391.5,True
147,M001,Conveyor Motor,65.08,2.5,3.0,14.92,1196.0,5.45,14.7,Normal,Normal,391.4,True
148,M001,Conveyor Motor,65.28,2.51,3.01,14.99,1198.0,5.49,14.8,Normal,Normal,391.3,True
149,M001,Conveyor Motor,64.91,2.49,3.0,14.89,1197.0,5.45,14.9,Normal,Normal,391.2,True
150,M001,Conveyor Motor,64.97,2.5,3.0,15.09,1200.0,5.53,15.0,Normal,Normal,391.1,True
151,M001,Conveyor Motor,64.91,2.5,3.0,15.13,1197.0,5.54,15.1,Normal,Normal,391.0,True
152,M001,Conveyor Motor,65.16,2.48,2.99,14.87,1201.0,5.46,15.2,Normal,Normal,390.9,True
153,M001,Conveyor Motor,65.12,2.51,2.99,14.92,1198.0,5.46,15.3,Normal,Normal,390.8,True
154,M001,Conveyor Motor,64.8,2.49,2.99,15.05,1199.0,5.52,15.4,Normal,Normal,390.7,True
155,M001,Conveyor Motor,64.93,2.5,3.0,15.04,1202.0,5.52,15.5,Normal,Normal,390.6,True
156,M001,Conveyor Motor,65.07,2.51,3.01,15.01,1198.0,5.49,15.6,Normal,Normal,390.5,True
157,M001,Conveyor Motor,64.69,2.49,3.0,15.15,1199.0,5.55,15.7,Normal,Normal,390.4,True
158,M001,Conveyor Motor,65.38,2.5,2.99,14.93,1199.0,5.47,15.8,Normal,Normal,390.3,True
159,M001,Conveyor Motor,65.01,2.5,3.0,15.13,1202.0,5.56,15.9,Normal,Normal,390.2,True
160,M001,Conveyor Motor,64.97,2.48,3.0,15.02,1202.0,5.52,16.0,Normal,Normal,390.1,True
161,M001,Conveyor Motor,65.0,2.49,3.0,15.02,1197.0,5.5,16.1,Normal,Normal,390.0,True
162,M001,Conveyor Motor,64.88,2.49,3.01,14.91,1199.0,5.46,16.2,Normal,Normal,389.9,True
163,M001,Conveyor Motor,65.04,2.5,3.0,14.98,1200.0,5.49,16.3,Normal,Normal,389.8,True
164,M001,Conveyor Motor,65.16,2.5,3.01,15.0,1200.0,5.5,16.4,Normal,Normal,389.7,True
165,M001,Conveyor Motor,64.89,2.49,3.0,15.04,1202.0,5.52,16.5,Normal,Normal,389.6,True
166,M001,Conveyor Motor,65.12,2.51,3.0,14.96,1203.0,5.5,16.6,Normal,Normal,389.5,True
167,M001,Conveyor Motor,65.04,2.48,3.0,14.96,1200.0,5.49,16.7,Normal,Normal,389.4,True
168,M001,Conveyor Motor,64.66,2.5,3.0,15.1,1196.0,5.52,16.8,Normal,Normal,389.3,True
169,M001,Conveyor Motor,65.24,2.5,3.0,14.93,1201.0,5.48,16.9,Normal,Normal,389.2,True
170,M001,Conveyor Motor,64.73,2.5,2.99,14.87,1201.0,5.46,17.0,Normal,Normal,389.1,True
171,M001,Conveyor Motor,65.11,2.5,3.0,15.13,1202.0,5.56,17.1,Normal,Normal,389.0,True
172,M001,Conveyor Motor,64.78,2.48,3.0,14.9,1202.0,5.47,17.2,Normal,Normal,388.9,True
173,M001,Conveyor Motor,64.91,2.49,3.01,15.02,1199.0,5.5,17.3,Normal,Normal,388.8,True
174,M001,Conveyor Motor,65.4,2.5,2.99,14.88,1198.0,5.45,17.4,Normal,Normal,388.7,True
175,M001,Conveyor Motor,65.22,2.52,3.0,14.95,1202.0,5.49,17.5,Normal,Normal,388.6,True
176,M001,Conveyor Motor,65.28,2.48,3.0,15.05,1202.0,5.53,17.6,Normal,Normal,388.5,True
177,M001,Conveyor Motor,64.92,2.5,3.01,14.81,1201.0,5.43,17.7,Normal,Normal,388.4,True
178,M001,Conveyor Motor,65.31,2.49,3.0,14.91,1200.0,5.47,17.8,Normal,Normal,388.3,True
179,M001,Conveyor Motor,65.12,2.49,3.0,15.12,1203.0,5.56,17.9,Normal,Normal,388.2,True
180,M001,Conveyor Motor,65.41,2.5,3.0,15.09,1198.0,5.52,18.0,Normal,Normal,388.1,True
181,M001,Conveyor Motor,64.78,2.49,2.99,15.06,1200.0,5.52,18.1,Normal,Normal,388.0,True
182,M001,Conveyor Motor,64.9,2.48,2.99,15.12,1204.0,5.56,18.2,Normal,Normal,387.9,True
183,M001,Conveyor Motor,65.36,2.5,2.99,14.94,1202.0,5.49,18.3,Normal,Normal,387.8,True
184,M001,Conveyor Motor,65.47,2.51,3.0,15.01,1197.0,5.49,18.4,Normal,Normal,387.7,True
185,M001,Conveyor Motor,64.71,2.49,3.0,14.91,1204.0,5.49,18.5,Normal,Normal,387.6,True
186,M001,Conveyor Motor,64.83,2.5,2.99,14.91,1198.0,5.46,18.6,Normal,Normal,387.5,True
187,M001,Conveyor Motor,65.33,2.51,3.0,14.98,1203.0,5.5,18.7,Normal,Normal,387.4,True
188,M001,Conveyor Motor,65.06,2.5,3.0,14.92,1199.0,5.47,18.8,Normal,Normal,387.3,True
189,M001,Conveyor Motor,65.27,2.52,2.99,14.98,1200.0,5.5,18.9,Normal,Normal,387.2,True
190,M001,Conveyor Motor,64.97,2.51,2.99,15.03,1202.0,5.52,19.0,Normal,Normal,387.1,True
191,M001,Conveyor Motor,65.36,2.49,3.0,15.02,1200.0,5.51,19.1,Normal,Normal,387.0,True
192,M001,Conveyor Motor,64.8,2.49,3.01,15.05,1203.0,5.53,19.2,Normal,Normal,386.9,True
193,M001,Conveyor Motor,64.82,2.49,3.01,15.07,1202.0,5.54,19.3,Normal,Normal,386.8,True
194,M001,Conveyor Motor,65.13,2.48,3.01,14.86,1199.0,5.44,19.4,Normal,Normal,386.7,True
195,M001,Conveyor Motor,65.06,2.5,3.0,15.0,1200.0,5.5,19.5,Normal,Normal,386.6,True
196,M001,Conveyor Motor,65.11,2.5,3.0,15.04,1201.0,5.52,19.6,Normal,Normal,386.5,True
197,M001,Conveyor Motor,65.06,2.5,3.0,14.99,1202.0,5.51,19.7,Normal,Normal,386.4,True
198,M001,Conveyor Motor,64.87,2.49,3.0,15.04,1202.0,5.53,19.8,Normal,Normal,386.3,True
199,M001,Conveyor Motor,65.02,2.5,3.0,14.88,1200.0,5.45,19.9,Normal,Normal,386.2,True
200,M001,Conveyor Motor,65.16,2.5,3.01,15.05,1200.0,5.52,20.0,Normal,Normal,386.1,True
201,M001,Conveyor Motor,65.47,2.52,3.0,14.99,1203.0,5.51,20.1,Normal,Normal,386.0,True
202,M001,Conveyor Motor,65.4,2.52,2.99,15.04,1204.0,5.53,20.2,Normal,Normal,385.9,True
203,M001,Conveyor Motor,65.01,2.52,3.0,15.05,1199.0,5.51,20.3,Normal,Normal,385.8,True
204,M001,Conveyor Motor,64.92,2.49,3.0,14.94,1203.0,5.49,20.4,Normal,Normal,385.7,True
205,M001,Conveyor Motor,64.94,2.5,3.0,15.11,1200.0,5.54,20.5,Normal,Normal,385.6,True
206,M001,Conveyor Motor,65.16,2.5,3.01,15.0,1196.0,5.48,20.6,Normal,Normal,385.5,True
207,M001,Conveyor Motor,65.09,2.5,3.0,14.98,1200.0,5.49,20.7,Normal,Normal,385.4,True
208,M001,Conveyor Motor,65.02,2.51,3.0,15.07,1196.0,5.51,20.8,Normal,Normal,385.3,True
209,M001,Conveyor Motor,65.06,2.49,3.01,15.21,1198.0,5.56,20.9,Normal,Normal,385.2,True
210,M001,Conveyor Motor,65.3,2.49,3.0,15.07,1198.0,5.52,21.0,Normal,Normal,385.1,True
211,M001,Conveyor Motor,65.02,2.49,3.01,14.97,1199.0,5.49,21.1,Normal,Normal,385.0,True
212,M001,Conveyor Motor,64.92,2.49,3.0,14.84,1204.0,5.46,21.2,Normal,Normal,384.9,True
213,M001,Conveyor Motor,65.15,2.5,2.99,15.05,1201.0,5.52,21.3,Normal,Normal,384.8,True
214,M001,Conveyor Motor,64.8,2.5,3.0,14.78,1200.0,5.42,21.4,Normal,Normal,384.7,True
215,M001,Conveyor Motor,65.15,2.49,3.0,15.0,1198.0,5.49,21.5,Normal,Normal,384.6,True
216,M001,Conveyor Motor,65.04,2.51,3.0,14.99,1198.0,5.49,21.6,Normal,Normal,384.5,True
217,M001,Conveyor Motor,64.94,2.49,3.01,15.05,1203.0,5.53,21.7,Normal,Normal,384.4,True
218,M001,Conveyor Motor,65.29,2.49,3.01,14.99,1201.0,5.5,21.8,Normal,Normal,384.3,True
219,M001,Conveyor Motor,64.88,2.5,2.99,15.08,1200.0,5.53,21.9,Normal,Normal,384.2,True
220,M001,Conveyor Motor,65.05,2.49,3.0,14.99,1199.0,5.49,22.0,Normal,Normal,384.1,True
221,M001,Conveyor Motor,64.73,2.5,3.01,14.97,1204.0,5.51,22.1,Normal,Normal,384.0,True
222,M001,Conveyor Motor,65.04,2.51,3.0,14.95,1201.0,5.48,22.2,Normal,Normal,383.9,True
223,M001,Conveyor Motor,64.92,2.5,3.0,14.94,1203.0,5.49,22.3,Normal,Normal,383.8,True
224,M001,Conveyor Motor,64.92,2.49,3.0,14.92,1198.0,5.46,22.4,Normal,Normal,383.7,True
225,M001,Conveyor Motor,64.75,2.52,3.01,15.04,1201.0,5.52,22.5,Normal,Normal,383.6,True
226,M001,Conveyor Motor,65.12,2.51,3.0,15.01,1197.0,5.49,22.6,Normal,Normal,383.5,True
227,M001,Conveyor Motor,64.85,2.5,2.99,15.07,1200.0,5.52,22.7,Normal,Normal,383.4,True
228,M001,Conveyor Motor,64.93,2.52,2.99,15.01,1199.0,5.5,22.8,Normal,Normal,383.3,True
229,M001,Conveyor Motor,65.34,2.49,3.0,14.95,1201.0,5.49,22.9,Normal,Normal,383.2,True
230,M001,Conveyor Motor,65.17,2.49,3.0,15.02,1201.0,5.51,23.0,Normal,Normal,383.1,True
231,M001,Conveyor Motor,64.93,2.5,3.01,15.08,1195.0,5.51,23.1,Normal,Normal,383.0,True
232,M001,Conveyor Motor,64.98,2.5,3.0,15.05,1198.0,5.51,23.2,Normal,Normal,382.9,True
233,M001,Conveyor Motor,64.94,2.5,3.0,14.94,1200.0,5.48,23.3,Normal,Normal,382.8,True
234,M001,Conveyor Motor,64.76,2.5,3.0,14.9,1202.0,5.47,23.4,Normal,Normal,382.7,True
235,M001,Conveyor Motor,65.12,2.49,3.0,15.02,1196.0,5.49,23.5,Normal,Normal,382.6,True
236,M001,Conveyor Motor,64.91,2.5,2.99,14.96,1201.0,5.49,23.6,Normal,Normal,382.5,True
237,M001,Conveyor Motor,65.08,2.49,3.01,15.04,1201.0,5.52,23.7,Normal,Normal,382.4,True
238,M001,Conveyor Motor,65.46,2.5,3.01,14.88,1201.0,5.46,23.8,Normal,Normal,382.3,True
239,M001,Conveyor Motor,65.48,2.51,3.0,14.87,1199.0,5.45,23.9,Normal,Normal,382.2,True
240,M001,Conveyor Motor,65.08,2.48,3.0,14.96,1198.0,5.48,24.0,Normal,Normal,382.1,True
241,M001,Conveyor Motor,65.07,2.49,3.0,14.96,1198.0,5.47,24.1,Normal,Normal,382.0,True
